Title,labels
Pokemon X,"new,pokemon,easy,mega,old"
Pokemon Y,"new,pokemon,mega,easy,beautiful"
Poker Smash,"simple,addictive,second,colored,puzzle"
Polybius,"llamasoft,trippy,new,old,favourite"
Pony Island,"pony,simple,hard,indie,interesting"
Pool Nation,"awesome,hustle,large,new,aaa"
Portal,"portal,new,innovative,easy,amazing"
Portal 2,"portal,new,single,original,co-op"
Portal: Still Alive,"portal,new,alive,xbla,huge"
Poseidon,"partners.original,perfect,new"
Power Stone 2,"super,smash,4-player,ta,awesome"
Prey,"new,hard,easy,useless,old"
Prey (2006),"new,old,fps,cool,prey"
Prey: Mooncrash,"inspired,impressive,modern,innovative,enjoyable"
Prince of Persia,"easy,new,ubisoft,beautiful,big"
Prince of Persia Classic,"difficult,easy,unresponsive,arcade,excellent"
Prince of Persia Classic Trilogy HD,"old,new,hd,ubisoft,low"
Prince of Persia: The Sands of Time,"amazing,fun,awesome,easy,new"
Prince of Persia: The Two Thrones,"new,dark,awesome,perfect,ubisoft"
Prince of Persia: Warrior Within,"dark,new,warrior,hard,perfect"
Pro Evolution Soccer 2008,"pro,easy,ai,innovative,hard"
Pro Evolution Soccer 2009,"single,recent,fifa,fantastic,cool"
Pro Evolution Soccer 2010,"classic,hd-business,metacritic-able,hd-bubble,soccer"
Pro Evolution Soccer 2013,"new,fifa,manual,pro,online"
Pro Evolution Soccer 2015,"fifa,online,big,new,realistic"
Pro Evolution Soccer 2016,"fifa,new,big,pro,realistic"
Pro Evolution Soccer 2017,"big,fifa,realistic,easy,new"
Pro Evolution Soccer 2018,"online,new,perfect,fifa,pro"
Pro Race Driver,"wrong,sudden,ps2,strong,interesting"
Professor Layton and the Azran Legacy,"old,superb,enjoyable,small,’"
Professor Layton and the Curious Village,"puzzle,fun,hard,curious,interesting"
Professor Layton and the Diabolical Box,"curious,amazing,new,final,charming"
Professor Layton and the Last Specter,"nintendo,small,engaging,professor,winning"
Professor Layton and the Miracle Mask,"layton,brilliant,professor,daily,easy"
Professor Layton and the Unwound Future,"unwound,new,perfect,second,favourite"
Project CARS,"realistic,hard,easy,big,new"
Project CARS 2,"realistic,new,original,big,difficult"
Project Gotham Racing,"xbox,fantastic,happy,sweet,wish"
Project Gotham Racing 2,"beautiful,live,single,xbox,cool"
Project Gotham Racing 3,"beautiful,single,new,perfect,amazing"
Project Gotham Racing 4,"forza,single,new,amazing,pgr"
Project Justice,"awesome,big,evil,japanese,extra"
Psi-Ops: The Mindgate Conspiracy,"second,fun,awesome,excellent,special"
Psychonauts,"funny,original,unique,psychic,creative"
Punch-Out!!,"wii,awesome,new,original,old"
Pure,"awesome,played,difficult,classic,hard"
Pushmo,"simple,puzzle,easy,addictive,fun"
Puyo Pop,"nintendo,ya,utter,complete"
Puyo Puyo Tetris,"puyo,puzzle,single,’,tetris"
Puzzle Quest 2,"easy,original,simple,genre,difficult"
Puzzle Quest: Challenge of the Warlords,"addictive,fun,big,casual,perfect"
Pyre,"visual,supergiant,unique,new,interesting"
Quadrilateral Cowboy,"thirty,ambitious,interactive,quadrilateral,impressive"
Quake,"old,fps,classic,single,modern"
Quake 4,"new,single,fun,dark,excellent"
Quake III Arena,"single,cool,u,dumb,difficult"
Quake III Revolution,"horrible,console,quake"
Quell Memento,"peacefull,pleasant,smooth,right,outside"
R4: Ridge Racer Type 4,"cool,excellent,arcade,phenomenal,solid"
RACE 07: Official WTCC Game,"new,hard,old,easy,realistic"
RIVE: Ultimate Edition,"difficult,stick,amazing,hard,rive"
Race Driver 2006,"effective,enormous,wish,available"
Racing Gears Advance,"awesome,nintendo,small,tough,strange"
Radiant Historia,"radiant,easy,beautiful,complex,interesting"
Radiant Historia: Perfect Chronology,"classic,new,original,easy,amazing"
Radiant Silvergun,"single,steep,online,spotty,difficult"
Rage,"new,fun,solid,beautiful,amazing"
Railroad Tycoon II,"origional,addictive,new,simple,horrible"
Railroad Tycoon II: Gold Edition,"positive,disappointed,user,outdated,mediocre"
Rails Across America,"fun,single,amazing,complete"
Rakuen,"amazing,perfect,beautiful,remarkable,interesting"
Rallisport Challenge,"actual,available,beautiful,smooth,silk"
Rallisport Challenge 2,"co-driver,impressive,easy,amazing,beautiful"
Rally Trophy,"old,hard,excellent,perfect,hilarious"
Rare Replay,"rare,perfect,old,fur,classic"
Ratchet & Clank,"original,fun,new,old,amazing"
Ratchet & Clank Collection,"new,original,old,third,insomniac"
Ratchet & Clank Future: A Crack in Time,"new,clank,awesome,easy,amazing"
Ratchet & Clank Future: Tools of Destruction,"new,clank,fun,easy,fantastic"
Ratchet & Clank: Going Commando,"new,original,amazing,creative,awesome"
Ratchet & Clank: Size Matters,"psp,new,second,fun,single"
Ratchet & Clank: Up Your Arsenal,"new,perfect,awesome,second,old"
Ratchet: Deadlocked,"new,dark,fun,third,awesome"
Raw Data,"raw,primary,computerized,chemical"
Rayman 2 Revolution,"rayman,new,ps1,unique,old"
Rayman 2: The Great Escape,"rayman,perfect,unique,late,beautiful"
Rayman 3,"slow,rayman,playable,solid,original"
Rayman Advance,"hard,untill,*hard*,absolutley,classic"
Rayman Legends,"rayman,new,beautiful,perfect,awesome"
Rayman Legends: Definitive Edition,"u,super,excellent,small,ich"
Rayman Origins,"rayman,beautiful,new,fun,fantastic"
Recettear: An Item Shop's Tale,"new,simple,cute,easy,japanese"
Red Dead Redemption,"red,western,wild,old,amazing"
Red Dead Redemption: Liars and Cheats,"exceptional,low"
Red Dead Redemption: Undead Nightmare Pack,"undead,new,red,original,fun"
Red Faction,"red,late,fps,geo-mod,big"
Red Faction II,"detailed,single,original,choppy,fast"
Red Faction: Guerrilla,"red,fun,destructible,third,amazing"
Red Orchestra: Ostfront 41-45,"realistic,red,new,online,slow"
Redout,"hard,small,easy,futuristic,s"
Renegade Ops,"simple,downloadable,fun,explosive,top"
Resident Evil,"resident,survival,original,scary,evil"
Resident Evil 0,"evil,resident,new,cool,scary"
Resident Evil 2,"resident,evil,original,survival,old"
Resident Evil 4,"evil,resident,new,survival,scary"
Resident Evil 4 HD,"resident,evil,new,survival,easy"
Resident Evil 4: Wii Edition,"wii,resident,evil,easy,new"
Resident Evil 5,"evil,resident,co-op,new,scary"
Resident Evil 5: Lost in Nightmares,"evil,resident,big,survival,heavy"
Resident Evil 7: biohazard,"evil,resident,new,scary,old"
Resident Evil Code: Veronica X,"evil,resident,hard,favorite,new"
Resident Evil HD Remaster,"original,new,resident,evil,old"
Resident Evil: Revelations,"evil,resident,new,scary,re"
Resistance 2,"single,new,big,original,low"
Resistance 3,"new,single,unique,big,awesome"
Resistance: Fall of Man,"online,new,solid,awesome,fps"
Resistance: Retribution,"portable,excellent,second,psp,fantastic"
Resogun,"free,addictive,fun,old,simple"
Resogun: Defenders,"new,complete,resogun,littlebigplanet,terrible"
Resogun: Heroes,"new,fantastic,decent,busy,resogun"
Return to Castle Wolfenstein,"new,old,fps,hard,interesting"
Return to Castle Wolfenstein: Tides of War,"awesome,online,medic,xbox,live"
Rez HD,"hard,perfect,interactive,visual,classic"
Rez Infinite,"new,simple,beautiful,immersive,complete"
Rhythm Heaven,"fun,wrong,awesome,simple,catchy"
Rhythm Heaven Fever,"simple,rhythm,single,incredible,hard"
Rhythm Heaven Megamix,"new,original,rhythm,heaven,japanese"
RiME,"rime,não,quel,le,amazing"
Ridge Racer,"new,outstanding,first-gen,fun,excellent"
Ridge Racer 64,"increible,la"
Rift,"new,old,wow,easy,free"
Ring of Red,"unique,red,intriguing,variious,heavy"
Rise of Nations,"excellent,classic,unique,interesting,single"
Rise of Nations: Rise of Legends,"original,new,big,huge,old"
Rise of Nations: Thrones & Patriots,"new,special,old,fantastic,fun"
Rise of the Tomb Raider,"new,uncharted,amazing,big,easy"
Rise of the Tomb Raider: 20 Year Celebration,"uncharted,new,original,amazing,tomb"
Rising Storm,"red,realistic,orchestra,japanese,tactical"
Rising Storm 2: Vietnam,"new,vietnam,squad,small,tactical"
Robo Recall,"vr,awesome,new,cool,smooth"
Rochard,"easy,[,fun,worth,big"
Rock Band,"fun,amazing,new,old,awesome"
Rock Band 2,"new,original,huge,single,amazing"
Rock Band 3,"pro,new,old,easy,available"
Rocket League,"fun,easy,simple,free,new"
Rocket Riot,"+,+/-,fast,total,hard"
Rocksmith 2014 Edition,"original,new,ubisoft,perfect,hard"
Rockstar Games presents Table Tennis,"table,fun,simple,addictive,live"
Rogue Galaxy,"final,interesting,special,easy,active"
Rogue Legacy,"new,hard,addictive,fun,rogue-like"
Rollcage Stage II,"half,decent,underrated,surprising,difficult"
RollerCoaster Tycoon 3,"new,awesome,addictive,fun,old"
Rome: Total War,"total,rome,old,amazing,new"
Rome: Total War Barbarian Invasion,"rome,total,barbarian,new,enjoyable"
Rumble Racing,"fun,unbeatable,tremendous,underrated,rumble"
Runbow,"playable,unlockable,simple,hard,diversos"
Rygar: The Legendary Adventure,"legal,strange,intuitive,upgrades.the,terrible"
S.T.A.L.K.E.R.: Shadow of Chernobyl,"realistic,hard,complete,amazing,big"
SMITE,"new,free,smite,fun,third"
SOCOM 3: U.S. Navy SEALs,"hard,u,military,online,original"
SOCOM II: U.S. Navy SEALs,"online,u,socom,single,new"
SOCOM: U.S. Navy SEALs,"online,socom,awesome,new,amazing"
SOCOM: U.S. Navy SEALs Fireteam Bravo,"handheld,online,single,solid,socom"
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,"psp,portable,socom,right,picky"
SOMA,"scary,frictional,deep,dark,sci-fi"
SSX,"ssx,new,tricky,big,long"
SSX 3,"huge,ssx,awesome,fantastic,big"
SSX On Tour,"ssx,new,decent,big,cool"
SSX Tricky,"ssx,tricky,excellent,fun,awesome"
SUPERBEAT: XONiC,"rhythm,xonic,japanese,easy,spiritual"
SUPERHOT,"innovative,interesting,new,superhot,cool"
SUPERHOT VR,"vr,new,original,available,important"
SWAT 3: Elite Edition,"'fresh,'original,difficult,casual,low"
SWAT 4,"swat,tactical,realistic,paintball,hard"
Sacrifice,"innovative,single,multi-player,addictive,increadible"
Saints Row,"fun,gta,big,san,single"
Saints Row 2,"gta,fun,grand,new,hilarious"
Saints Row IV,"new,third,super,fun,funny"
Saints Row: The Third,"third,fun,top,new,crazy"
Salt and Sanctuary,"souls,dark,ich,sanctuary,huge"
Sam & Max Episode 101: Culture Shock,"original,long,classic,strange,dense"
Sam & Max Episode 104: Abe Lincoln Must Die!,"excellent,humorous,difficult,ridiculous,multiple"
Sam & Max Episode 105: Reality 2.0,"hard,critical,semi-hidden,logical,awesome"
Sam & Max Episode 201: Ice Station Santa,"lengthy,entire,complete,funny,entertaining"
Sam & Max Episode 202: Moai Better Blues,"difficult,strong,heavy,useless,logical"
Sam & Max Episode 204: Chariots of the Dogs,"weird,general"
"Sam & Max Episode 205: What's New, Beelzebub?","fantastic,like,entire,lame,late"
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,"interesting,],new,present,funny"
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,"interesting,],present,new,successful"
Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,"interesting,],present,excellent,new"
Samba de Amigo,incredible
San Francisco Rush 2049,"alcatraz,cool,realistic,exciting,desde"
Seaman,"weird,novel,awesome,confusing,rewarding"
Secret Weapons Over Normandy,"realistic,lucas,easy,hard,described"
Sega GT,"important,128-bit,deep,long-lasting,awful"
Sega GT 2002,"original,official,wonderful,xbox,awesome"
Sega Genesis Collection,"retro,generous,difficult,console,16-bit"
Sega Soccer Slam,"soccer/football,lame"
Sega Sports Tennis,"sega,top,awesome,female,pro"
Sensible World of Soccer,"official,fantastic,live,addictive,tat"
Serious Sam: The First Encounter,"old,huge,funny,classic,worth"
Serious Sam: The Second Encounter,"serious,single,second,classic,final"
Severed,"vita,touch,dark,unique,easy"
Shadow Complex,"new,fun,excellent,complex,super"
Shadow Hearts: Covenant,"final,unique,new,dark,funny"
Shadow Tactics: Blades of the Shogun,"shadow,hard,tactical,japanese,new"
Shadow of the Colossus,"beautiful,original,amazing,unique,new"
Shadowrun: Dragonfall,"original,shadowrun,interesting,old,long"
Shadowrun: Hong Kong,"new,shadowrun,hong,turn-based,easy"
Shantae and the Pirate's Curse,"shantae,solid,new,u,risky"
Shantae: Half-Genie Hero,"new,shantae,easy,hard,fun"
Shantae: Half-Genie Hero - Ultimate Edition,"pretty,ultimate,original,jugar,smooth"
Shantae: Risky's Revenge,"simple,shantae,original,risky,easy"
Shatter,"awesome,arkanoid,fresh,modern,normal"
She Remembered Caterpillars,"green,red,simple,small,yellow"
Shenmue II,"shenmue,original,new,amazing,immersive"
Shift 2: Unleashed,"easy,hard,realistic,new,nfs"
Shin Megami Tensei IV,"smt,new,deep,hard,dark"
Shin Megami Tensei IV: Apocalypse,"smt,new,worth,demon,important"
Shin Megami Tensei: Devil Survivor,"old,unique,tactical,shin,fun"
Shin Megami Tensei: Devil Survivor 2 Record Breaker,"devil,new,old,original,final"
Shin Megami Tensei: Digital Devil Saga 2,"special,digital,easy,magic,normal"
Shin Megami Tensei: Nocturne,"shin,fantastic,difficult,general,amazing"
Shin Megami Tensei: Persona 3,"social,‘,persona,big,dark"
Shin Megami Tensei: Persona 3 FES,"social,new,original,persona,weak"
Shin Megami Tensei: Persona 3 Portable,"new,persona,female,social,original"
Shin Megami Tensei: Persona 4,"persona,social,new,fantastic,interesting"
Shogo: Mobile Armor Division,"beautiful,classic,available,shogo,articulate"
Shogun: Total War,"strategic,total,groundbreaking,decent,enjoyable"
Shogun: Total War Warlord Edition,"perfect,new,original,expansive,total"
Shovel Knight,"new,shovel,old,mega,8-bit"
Shovel Knight: Specter of Torment,"que,fun,incredible,old,unique"
Shovel Knight: Treasure Trove,"shovel,new,modern,indie,unique"
Sid Meier's Alpha Centauri,"old,new,late,rich,turn-based"
Sid Meier's Civilization II,"civ,addictive,excellent,old,new"
Sid Meier's Civilization III,"civ,big,addictive,hard,cultural"
Sid Meier's Civilization IV,"civ,new,old,big,huge"
Sid Meier's Civilization IV: Beyond the Sword,"new,difficult,civ,turn-based,excellent"
Sid Meier's Civilization IV: Colonization,"original,new,old,civ,manual"
Sid Meier's Civilization IV: Warlords,"solid,addictive,excellent,new,awesome"
Sid Meier's Civilization Revolution,"civ,fun,easy,u,single"
Sid Meier's Civilization V,"new,civ,old,big,long"
Sid Meier's Civilization V: Brave New World,"new,civ,late,cultural,interesting"
Sid Meier's Civilization V: Gods & Kings,"new,civ,original,long,late"
Sid Meier's Civilization VI,"new,civ,big,stupid,long"
Sid Meier's Civilization: Beyond Earth,"new,civ,interesting,alien,alpha"
Sid Meier's Gettysburg!,"civil,8-bit,old,bull"
Sid Meier's Pirates!,"original,old,new,easy,fun"
Sid Meier's SimGolf,"s,hard,perfect,challenging,understandable"
Siesta Fiesta,"addictive,intense,original,creative,top"
Silent Hill,"silent,scary,survival,classic,resident"
Silent Hill 2,"silent,scary,survival,psychological,original"
Silent Hill 2: Restless Dreams,"silent,perfect,survival,additional,sympathetic"
Silent Hill 3,"silent,scary,new,favorite,survival"
Silent Hunter III,"new,sub,long,silent,easy"
Silent Storm,"tactical,silent,turn-based,small,jagged"
SimCity 4,"new,hard,realistic,perfect,sim"
Sin & Punishment: Star Successor,"perfect,n64,favorite,second,wii"
Sine Mora,"cool,old,pretty,fast,difficult"
Sine Mora EX,solid
SingStar,"available,sing-loving,fluid,gorgeous,key"
Sins of a Solar Empire,"single,big,easy,solar,slow"
Sins of a Solar Empire: Rebellion,"new,original,big,old,solar"
Skate,"tony,new,realistic,hard,u"
Skate 2,"original,easy,skate,excellent,difficult"
Skies of Arcadia,"ship,amazing,rpg,memorable,favorite"
Skies of Arcadia Legends,"new,huge,interesting,original,fun"
Skullgirls,"fighting,unique,interesting,online,tight"
Skullgirls: 2nd Encore,"in-depth,difficult,amazing,hard,combo"
Skulls of the Shogun,"new,online,easy,right,boring"
Sky Force Reloaded,"sky,’,impressed,important,upgrading"
Skylanders SuperChargers,"old,lego,favorite,fun,new"
Skylanders Swap Force,"new,old,u,cool,fun"
Skylanders: Spyro's Adventure,"new,spyro,old,original,console"
Sleeping Dogs,"amazing,gta,martial,hong,fun"
Slime Rancher,"],clean,simple,fun,>"
Slime-san,"super,slime-san,hard,new,fair"
Slime-san: Superslime Edition,"super,ll,extra,slime-san,difficult"
Sly 2: Band of Thieves,"amazing,favorite,cooper,fun,final"
Sly 3: Honor Among Thieves,"new,second,third,playable,cooper"
Sly Cooper and the Thievius Raccoonus,"cooper,fun,favorite,unique,easy"
Sniper Elite 4,"sniper,new,elite,’,optional"
"Snipperclips - Cut it out, together!","unique,fun,creative,difficult,simple"
"Snipperclips Plus: Cut It Out, Together!","creative,frustrated,extra,online,original"
Sokobond,"new,metacritic,interesting,puzzle,elegant"
Sonic & All-Stars Racing Transformed,"sonic,sega,kart,mario,new"
Sonic Advance,"sonic,classic,original,new,enjoyable"
Sonic Advance 2,"sonic,special,new,hard,excellent"
Sonic Adventure 2,"sonic,ear,new,original,amazing"
Sonic CD,"sonic,new,original,special,japanese"
Sonic Mania,"sonic,new,old,classic,original"
Sonic Mania Plus,"sonic,new,perfect,amazing,physical"
Sonic Rush,"sonic,ds,perfect,new,original"
Sonic the Hedgehog 2,"sonic,classic,perfect,amazing,original"
Sonic the Hedgehog 4: Episode I,"sonic,new,old,easy,original"
Soul Reaver 2,"mad,worthy,perfect,revoloutionary,new"
Soul Sacrifice Delta,"new,original,’,ss,strong"
SoulCalibur,"fighting,beautiful,easy,awesome,amazing"
SoulCalibur II,"new,awesome,fantastic,excellent,original"
SoulCalibur III,"new,single,perfect,soulcalibur,fighting"
SoulCalibur IV,"online,new,soulcalibur,unique,familiar"
SoulCalibur V,"new,single,online,old,big"
Sound Shapes,"sound,new,big,simple,hard"
South Park: The Fractured But Whole,"south,new,funny,long,ubisoft"
South Park: The Stick of Truth,"south,funny,new,hilarious,park"
Space Invaders Extreme,"original,extreme,enjoyable,single,fantastic"
Space Invaders Extreme 2,"ds,classic,awesome"
Space Rangers 2: Rise of the Dominators,"cool,awesome,interesting,amazing,fantastic"
Space Station Silicon Valley,"memeralble,unique,excellent,n64"
SpaceChem,"puzzle,challenging,hard,simple,enjoyable"
SpeedRunners,"fun,fantastic,pretty,level,competitive"
Spelunky,"hard,new,difficult,simple,fun"
Spider-Man,"spider-man,comic,awesome,spiderman,cool"
Spider-Man 2,"spider-man,new,spiderman,fun,big"
Spider-Man: Mysterio's Menace,"spider-man,excellent,wall-crawling,web-slinging,late"
Splashdown,"awesome,splashdown,old,wave,blue"
Splasher,"modern,low,creamy,neutral,stellar"
Splatoon,"new,single,fun,online,fresh"
Splatoon 2,"new,single,original,nintendo,fun"
Splatoon 2: Octo Expansion,"octo,single,new,tough,easy"
Split/Second,"fun,unique,second,big,excellent"
Spore,"simple,new,fun,boring,big"
Spore Creature Creator,"fun,amazing,limited,big,fish"
Sportsfriends,"nobi,fun,johann,sebastian,experienced"
Sprint Vector,"competitive,fantastic,s,advanced,psvr"
Spy Hunter,"beutiful,smooth,objective,diffrent,annoyning"
Spyro: Year of the Dragon,"spyro,new,playable,fun,unique"
Stacking,"original,double,creative,beautiful,hard"
Star Fox 64,"fox,n64,multiple,new,memorable"
Star Fox 64 3D,"original,new,n64,online,nintendo"
Star Fox Adventures,"fox,easy,new,awesome,rare"
Star Ocean: The Second Story,"private,amazing,second,new,final"
Star Trek Bridge Commander,"new,trek,fun,quick,cool"
Star Trek: Deep Space Nine: The Fallen,"playable,unfold,various,hard,own.genial"
Star Trek: Voyager Elite Force,"elite,wonderful,trek,jeri,brief"
Star Wars Jedi Knight II: Jedi Outcast,"single,old,dark,awesome,top"
Star Wars Jedi Knight: Dark Forces II,"old,classic,single,deep,universe"
Star Wars Jedi Knight: Jedi Academy,"awesome,fun,favorite,complex,perfect"
Star Wars Pinball,"cheap,pinball,zen,again.this"
Star Wars Rogue Leader: Rogue Squadron II,"hard,fun,replayable,favourite,past"
Star Wars: Battlefront,"fun,decent,awesome,minor,galactic"
Star Wars: Battlefront II,"new,original,galactic,instant,battlefront"
Star Wars: Episode I Battle for Naboo,"impossible,interesting,cool,phantom,several"
Star Wars: Knights of the Old Republic,"old,amazing,dark,favorite,light"
Star Wars: Knights of the Old Republic II - The Sith Lords,"original,dark,new,old,second"
Star Wars: Knights of the Old Republic II: The Sith Lords,"original,new,obsidian,awesome,old"
Star Wars: Rogue Squadron,"favorite,amazing,incredible,tie,terrible"
Star Wars: Starfighter,"and/or,next-gen,lttle,boring,alittle"
Star Wars: The Old Republic,"single,new,old,terrible,big"
Starbound,"early,new,awesome,long,unique"
Starcraft,"single,old,balanced,competitive,late"
Starcraft II: Heart of the Swarm,"new,single,easy,old,original"
Starcraft II: Legacy of the Void,"new,single,long,interesting,big"
Starcraft II: Wings of Liberty,"new,original,single,old,big"
Starcraft Remastered,"original,remastered,new,old,modern"
Stardew Valley,"stardew,new,simple,addictive,amazing"
Starseed Pilgrim,"strong,grand,hard,positive,tutorial"
Starship Defense,"perfect,small,pretty,basic,total"
Startopia,"excellent,old,wonderful,economic,amazing"
Statik,"clever,original,perfect,vr,unique"
Stealth Inc 2: A Game of Clones,"hard,wii,u,big,2-3"
SteamWorld Dig,"simple,addictive,new,slow,small"
SteamWorld Dig 2,"new,indie,amazing,big,perfect"
SteamWorld Heist,"new,turn-based,steamworld,addictive,tactical"
SteamWorld Heist: Ultimate Edition,"tactical,easy,steamworld,turn-based,new"
Steel Battalion,"big,incredible,unique,cool,popular"
Steel Beasts,"cpu,*the*,sb2,late,paved"
Steel Division: Normandy 44,"strategic,huge,deep,inaccessible,fun"
Steins;Gate,"visual,sci-fi,hard,right,amazing"
Steins;Gate 0,"original,visual,dark,new,multiple"
Stellaris - Utopia,"improvement.now,ai,substantial,rp,diffrent"
Stephen's Sausage Roll,"new,hard,simple,perfect,puzzle"
Stick it to the Man!,"favorite,incredible,early,dark,fair"
Stories Untold,"unique,favorite,text,“,dark"
Street Fighter Alpha 3,"favorite,nostalgic,flawless,exquisite,bright"
Street Fighter Alpha 3 MAX,"fighting,amazing,comprehensive,classic,tough"
Street Fighter III: 3rd Strike,"technical,dumbed,low"
Street Fighter III: Double Impact,"realy,responcive,realistic,thw,boring"
Street Fighter III: Third Strike Online Edition,"excellent,new,third,online,old"
Street Fighter IV,"new,hard,old,easy,super"
Street Fighter V: Arcade Edition,"new,arcade,free,fight,original"
Street Fighter X Tekken,"tekken,new,fighting,easy,online"
Street Fighter: 30th Anniversary Collection,"online,favorite,sf3,original,various"
Stretchmo,"free,tutorial,discounted,no-brainer,stretchmo"
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,"strong,villainous,throne.this,funny,new"
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,"new,relish,long,reliant,stand-alone"
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,"strong,xx,cool,attractive,secret"
Stronghold,"medieval,auch,average,stronghold,complex"
Subnautica,"survival,beautiful,new,early,amazing"
Suikoden II,"suikoden,original,amazing,favorite,memorable"
Suikoden III,"suikoden,awesome,favorite,incredible,innovative"
Sunless Sea,"slow,hard,new,big,sunless"
Sunset Overdrive,"overdrive,fun,funny,amazing,new"
Super Mario 3D Land,"super,new,easy,special,hard"
Super Mario 3D World,"new,super,easy,amazing,fun"
Super Mario 64,"super,new,amazing,classic,favorite"
Super Mario 64 DS,"original,new,super,nintendo,fun"
Super Mario Advance,"super,original,total,average,awesome"
Super Mario Advance 4: Super Mario Bros. 3,"super,original,hard,perfect,classic"
Super Mario Galaxy,"super,new,perfect,easy,amazing"
Super Mario Galaxy 2,"super,new,original,amazing,perfect"
Super Mario Maker,"super,new,nintendo,easy,creative"
Super Mario Odyssey,"new,super,easy,nintendo,cappy"
Super Mario Sunshine,"super,new,fun,favorite,amazing"
Super Mario World: Super Mario Advance 2,"super,classic,original,new,nintendo"
Super Meat Boy,"super,hard,difficult,old,simple"
Super Mega Baseball,"new,old,fun,arcade,super"
Super Mega Baseball 2,"super,mega,online,free,new"
Super Monkey Ball,"fun,single,difficult,hard,easy"
Super Monkey Ball 2,"super,new,hard,marble,frustrating"
Super Monkey Ball Deluxe,"monkey,undecided,long,glad,shallow"
Super Monkey Ball Jr.,"amazing,super,fun,easy,hard"
Super One More Jump,"easy,hard,fun,cool,handheld"
Super Paper Mario,"super,new,easy,fun,original"
Super Puzzle Fighter II,"favorite,portable"
Super Puzzle Fighter II Turbo HD Remix,"new,longtime,arcade,comfortable,available"
Super Scribblenauts,"new,single,“,fun,final"
Super Smash Bros. Brawl,"new,super,nintendo,online,single"
Super Smash Bros. Melee,"nintendo,super,new,fun,single"
Super Smash Bros. for Nintendo 3DS,"new,smash,u,super,nintendo"
Super Smash Bros. for Wii U,"new,smash,super,u,classic"
Super Stardust Delta,"new,easy,simple,visual,ps3"
Super Stardust HD,"long,new,stardust,beautiful,favorite"
Super Street Fighter II Turbo HD Remix,"online,super,new,original,beautiful"
Super Street Fighter II: Turbo Revival,"alpha,entertaining,fun"
Super Street Fighter IV,"new,original,super,low,easy"
Super Street Fighter IV: 3D Edition,"new,super,console,easy,launch"
Super Street Fighter IV: Arcade Edition,"mortal,new,hard,online,complete"
Super Time Force,"super,unique,old,past,hilarious"
Superbike 2001,"wont,realistic,hard,ea"
Superbrothers: Sword & Sworcery EP,"simple,unique,amazing,fantastic,indie"
Supreme Commander,"total,supreme,large,new,huge"
Supreme Commander: Forged Alliance,"new,original,supreme,forged,massive"
Swords & Soldiers,"fun,simple,available,hard,terrfic"
Syberia,"classic,beautiful,long,new,intricate"
Syberia II,"original,’,arctic,free,new"
Syphon Filter,"impossible,metal,overrated,simple,general"
Syphon Filter: Dark Mirror,"solid,syphon,portable,u,hard"
Syphon Filter: Logan's Shadow,"third,dark,enjoyable,perfect,action/shooter"
System Shock 2,"vous,scary,new,rpg,future"
System Shock: Enhanced Edition,"old,big,original,-the,strategic"
TOCA Race Driver 2: The Ultimate Racing Simulator,"top,gran,awesome,wonderful,top-notch"
TOCA Race Driver 3,"pueden,que,aggressive,otros,excellent"
Tactics Ogre: Let Us Cling Together,"new,original,final,low,deep"
Tactics Ogre: The Knight of Lodis,"interesting,turn-based,complete,unique,consistent"
Tales From Space: Mutant Blobs Attack,"mutant,fun,vita,wonderful,awesome"
Tales From The Borderlands: Episode 1 - Zer0 Sum,"telltale,funny,awesome,interesting,new"
Tales From The Borderlands: Episode 2 - Atlas Mugged,"new,outstanding,funny,entertaining,random"
Tales From The Borderlands: Episode 3 - Catch A Ride,"episode,amazing,telltale,new,funny"
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,"telltale,perfect,interesting,emotional,huge"
Tales from the Borderlands: A Telltale Game Series,"telltale,funny,awesome,huge,interactive"
Tales of Monkey Island Chapter 3: Lair of the Leviathan,"sceptical,classic,old,enjoyable,crazy"
Tales of Monkey Island Chapter 5: Rise of the Pirate God,"easy,perfect,epic,final,amazing"
Tales of Symphonia,"favorite,new,fantastic,interesting,wonderful"
Tatsunoko vs. Capcom: Ultimate All-Stars,"perfect,fighting,easy,new,hard"
Team Fortress 2,"new,free,fun,unique,amazing"
Tearaway,"amazing,unique,vita,beautiful,big"
Tearaway Unfolded,"unique,amazing,creative,beautiful,vita"
Technobabylon,"solid,beautiful,decent,big,intriguing"
Tekken 2,"tekken,new,original,fighting,old"
Tekken 3,"tekken,new,fighting,old,awesome"
Tekken 5,"tekken,hard,easy,new,fighting"
Tekken 5: Dark Resurrection,"original,tekken,new,arcade,excellent"
Tekken 6,"tekken,big,new,console,online"
Tekken 7,"tekken,new,fighting,online,old"
Tekken Advance,"tekken,console,impressive,limited,handheld"
Tekken Tag Tournament,"tekken,cool,tag,new,awesome"
