Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels
916,Tom Clancy's Splinter Cell Chaos Theory,2005,UbisoftMontreal,Action Adventure;Modern,PlayStation2,4  Online,8.86,"new,amazing,single,hard,xbox"
917,Diablo II: Lord of Destruction,2001,BlizzardNorth,Role-Playing;Action RPG;Action RPG,PC,1-8 ,9.34,"new,original,single,addictive,awesome"
918,Monkey Island 2 Special Edition: LeChuck's Revenge,2010,LucasArts,Adventure;General;General;Point-and-Click,PC,No Online Multiplayer,8.4,"monkey,special,classic,old,original"
919,Half-Life 2: Episode One,2006,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1 Player,7.96,"new,half-life,half,original,excellent"
920,Devil May Cry 3: Special Edition,2006,Capcom,Action Adventure;Fantasy,PlayStation2,1 Player,8.57,"new,special,hard,dmc,awesome"
921,Mass Effect 2: Lair of the Shadow Broker,2010,BioWare,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,9.14,"new,fantastic,big,worth,beautiful"
922,DiRT 3,2011,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,Xbox360,not specified,6.39,"new,easy,big,realistic,awesome"
923,Syphon Filter: Dark Mirror,2006,SonyBend,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,PSP,8  Online,8.9,"solid,syphon,portable,u,hard"
924,The Elder Scrolls III: Morrowind,2002,BethesdaSoftworks,Role-Playing;First-Person,Xbox,1 Player,8.82,"huge,new,hard,big,interesting"
925,The Swapper,2013,FacepalmGames,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,8.58,"interesting,unique,simple,hard,indie"
926,Pokemon SoulSilver Version,2010,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,9.58,"pokemon,original,new,favorite,amazing"
927,Castlevania: Harmony of Dissonance,2002,KCET,Action;Platformer;2D,GameBoyAdvance,not specified,7.22,"easy,atmospheric,weak,big,casual"
928,Dragon Ball FighterZ,2018,ArcSystemWorks,Action;Fighting;2D,PlayStation4,2 ,7.93,"fighting,easy,new,guilty,casual"
929,Hitman 2: Silent Assassin,2002,IoInteractive,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,7.85,"silent,hitman,solid,big,realistic"
930,Year Walk,2014,Simogo,Miscellaneous;Adventure;General;3D;First-Person;Modern,PC,not specified,7.62,"beautiful,swedish,interesting,amazing,unique"
931,Batman: Arkham Knight,2015,RocksteadyStudios,General;Fantasy;Action Adventure;Open-World,PlayStation4,No Online Multiplayer,8.03,"arkham,new,batman,big,amazing"
932,Dead or Alive 3,2001,TeamNinja,Action;Fighting;3D,Xbox,1-4 ,8.53,"alive,perfect,easy,original,doa"
933,Jak II,2003,NaughtyDog,Action;Platformer;3D,PlayStation2,1 Player,8.1,"dark,new,hard,grand,easy"
934,Mario Kart 8 DLC Pack 1,2014,Nintendo,Driving;Racing;Arcade;Kart;Automobile,WiiU,not specified,8.63,"new,mario,dlc,awesome,blue"
935,Final Fantasy Tactics Advance,2003,SquareEnix,Strategy;Turn-Based;Fantasy,GameBoyAdvance,1-2 ,9.28,"final,original,new,favorite,ff"
936,NCAA Football 06,2005,EASports,Sports;Traditional;Football;Sim,Xbox,2  Online,8.04,"ncaa,past,new,ea,awesome"
937,Red Dead Redemption: Undead Nightmare Pack,2010,RockstarSanDiego,Action Adventure;Historic;General;Historic;Open-World,Xbox360,not specified,8.69,"undead,new,red,original,fun"
938,Max Payne 3,2012,RockstarStudios,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,not specified,7.29,"max,new,old,hard,awesome"
939,Okami HD,2017,Capcom,Action Adventure;General,PlayStation4,not specified,8.49,"beautiful,unique,japanese,new,long"
940,Pokemon Moon,2016,GameFreak,Role-Playing;Trainer,3DS,Up to 4 ,7.67,"new,pokemon,pokémon,old,easy"
941,New Super Mario Bros. Wii,2009,Nintendo,Action;Platformer;Platformer;2D;2D,Wii,No Online Multiplayer,8.04,"new,super,old,fun,hard"
942,Elite Beat Agents,2006,iNiS,Action;Miscellaneous;Rhythm;Music;Music,DS,1-4 ,8.43,"rhythm,easy,long,addictive,hard"
943,Beyond Good & Evil,2003,UbisoftMontpellier,Action Adventure;Fantasy,GameCube,1 Player,8.86,"evil,easy,amazing,cool,beautiful"
944,Paper Mario: The Thousand-Year Door,2004,IntelligentSystems,Role-Playing;Console-style RPG,GameCube,1 Player,9.44,"original,favorite,new,unique,fun"
945,DJ Hero,2009,ExientEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Wii,1-2 ,8.03,"hard,fun,fresh,peripheral,turntable"
946,TowerFall Ascension,2014,MattThorson,Action;General,PC,No Online Multiplayer,7.97,"online,local,single,couch,fun"
947,Tomb Raider,2013,"CrystalDynamics,NixxesSoftware",Action Adventure;Modern;General;Modern;Linear,PlayStation3,Up to 8 ,8.26,"uncharted,new,tomb,old,lara"
948,Hollow Knight,2017,TeamCherry,Action Adventure;General,PC,No Online Multiplayer,8.74,"hollow,new,beautiful,hard,dark"
949,Mario Kart: Double Dash!!,2003,Nintendo,Driving;Racing;Kart,GameCube,1-8 ,8.29,"double,new,awesome,mario,special"
950,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,PlayStationVita,2 ,8.95,"rayman,new,beautiful,perfect,awesome"
951,Battlefield 3: Armored Kill,2012,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,not specified,7.38,"new,big,huge,beautiful,favorite"
952,World Series Baseball 2K3,2003,BlueShift,Sports;Traditional;Baseball;Sim,PlayStation2,1-2 ,8.94,"perfect,unbelievable,smooth,sega,hard"
953,Metal Gear Solid 2: Substance,2003,KCEJ,Action Adventure;Modern,PlayStation2,1 Player,8.58,"new,solid,big,boring,cool"
954,Rallisport Challenge,2002,DigitalIllusions,Driving;Racing;Rally / Offroad,Xbox,1-4 ,7.33,"actual,available,beautiful,smooth,silk"
955,NHL 2002,2001,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,1-4 ,8.45,"nhl,net,hockey,incomplete,sux"
956,Bangai-O,2001,Treasure,Action;Shooter;Scrolling,Dreamcast,1 Player,9.29,"huge,robot,dang,disappointed,akward"
957,Icewind Dale,2000,BlackIsleStudios,Role-Playing;PC-style RPG;General;PC-style RPG;Western-Style,PC,not specified,7.6,"fantastic,atmospheric,old,incredible,varied"
958,Forza Motorsport 6,2015,Turn10,Driving;GT / Street;Racing;Simulation;Automobile,XboxOne,Up to 24 ,8.13,"forza,new,amazing,fun,realistic"
959,Donkey Kong Country Returns,2010,RetroStudios,Action;Adventure;General;Platformer;Platformer;2D;2D,Wii,No Online Multiplayer,8.56,"kong,original,new,hard,old"
960,Bully,2006,RockstarVancouver,Action Adventure;Modern,PlayStation2,1 Player,9.29,"easy,new,unique,fun,grand"
961,Call of Duty: Black Ops,2010,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,Up to 18 ,5.65,"new,modern,single,cod,fun"
962,The Messenger,2018,SabotageStudio,Action;Platformer;2D,Switch,No Online Multiplayer,7.0,"’,hard,8-bit,simple,funny"
963,The Witness,2016,"Thekla,Inc",Miscellaneous;Puzzle;General;General;Puzzle;Puzzle;Adventure;3D;First-Person,PC,No Online Multiplayer,6.94,"beautiful,puzzle,hard,simple,new"
964,Fire Emblem Fates: Conquest,2016,IntelligentSystems,Fantasy;Strategy;Turn-Based;Tactics,3DS,No Online Multiplayer,7.54,"new,hard,difficult,interesting,top"
965,TowerFall Ascension,2014,MattThorson,Action;General,PlayStation4,not specified,7.97,"online,local,single,couch,fun"
966,Tearaway,2013,MediaMolecule,General;Adventure;General,PlayStationVita,not specified,9.4,"amazing,unique,vita,beautiful,big"
967,Skylanders SuperChargers,2015,VicariousVisions,Action;Platformer;3D,WiiU,not specified,6.2,"old,lego,favorite,fun,new"
968,Rocket League,2016,"Psyonix,PanicButton",Sports;Team;Soccer;Arcade,XboxOne,not specified,8.67,"fun,easy,simple,free,new"
969,Metal Gear Solid: Portable Ops,2006,KojimaProductions,Action Adventure;Modern;General;Modern,PSP,6  Online,8.67,"portable,solid,gear,new,cool"
970,Enter the Gungeon,2017,DodgeRoll,Action;General,Switch,not specified,7.39,"new,difficult,easy,nuclear,random"
971,3D Sonic the Hedgehog 2,2015,M2,Action;Platformer;2D,3DS,not specified,9.08,"sonic,original,new,oldschool,u"
972,Zack & Wiki: Quest for Barbaros' Treasure,2007,Capcom,Adventure;General;General,Wii,1-4 ,8.69,"old,wii,easy,hard,big"
973,The Walking Dead: Episode 3 - Long Road Ahead,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PlayStation3,not specified,7.22,"episode,amazing,perfect,telltale,hard"
974,MLB 13: The Show,2013,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.19,"new,mlb,realistic,fun,long"
975,Brothers in Arms: Road to Hill 30,2005,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,4  Online,7.01,"realistic,tactical,linear,new,boring"
976,MechAssault,2002,Day1Studios,Simulation;Sci-Fi;Mech,Xbox,1-8 ,8.17,"fun,live,xbox,mech,favorite"
977,NFL 2K2,2002,VisualConcepts,Sports;Traditional;Football;Sim,Xbox,1-4 ,6.0,"personal,friggan,ai"
978,Kohan: Immortal Sovereigns,2001,TimeGateStudios,Strategy;General;General,PC,1-8 ,10.0,"unique,individual,economic,big,further.fantastic"
979,FIFA 14,2013,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation4,Up to 22 ,3.74,"fifa,new,realistic,slow,ultimate"
980,Animal Crossing,2002,Nintendo,Miscellaneous;Virtual Life,GameCube,1 Player,9.04,"animal,addictive,old,new,simple"
981,Hotline Miami,2013,"AbstractionGames,Dennaton",Action;Action Adventure;General;General;Linear,PlayStation3,not specified,8.25,"hard,indie,amazing,difficult,simple"
982,BlazBlue: Continuum Shift,2010,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PlayStation3,not specified,7.38,"blazblue,new,perfect,single,big"
983,Fight Night Round 4,2009,EACanada,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,Xbox360,2  Online,6.39,"new,easy,realistic,fight,big"
984,SteamWorld Heist,2016,Image&Form,Strategy;Turn-Based;General,WiiU,not specified,9.17,"new,turn-based,steamworld,addictive,tactical"
985,The Legend of Zelda: Spirit Tracks,2009,Nintendo,Action Adventure;Fantasy;Fantasy;Open-World,DS,not specified,8.08,"phantom,new,zelda,easy,boring"
986,Dead Space 2,2011,VisceralGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,8.51,"new,scary,original,survival,hard"
987,DiRT 2,2009,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,not specified,8.08,"hard,excellent,awesome,beautiful,long"
988,Raw Data,2017,Survios,Action;Shooter;First-Person;Arcade,PC,Online Multiplayer,10.0,"raw,primary,computerized,chemical"
989,Disgaea: Afternoon of Darkness,2007,NipponIchiSoftware,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PSP,No Online Multiplayer,9.56,"deep,japanese,addictive,ps2,disgaea"
990,Wolfenstein II: The New Colossus,2017,MachineGames,Action;Shooter;First-Person;Arcade,PlayStation4,No Online Multiplayer,6.93,"new,nazi,political,white,old"
991,Pokemon HeartGold Version,2010,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,9.33,"pokemon,new,original,favorite,old"
992,NCAA Football 07,2006,EASports,Sports;Traditional;Football;Sim,PlayStation2,2  Online,8.1,"new,top,big,tha,easy"
993,Dragon Age: Origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PlayStation3,No Online Multiplayer,8.19,"interesting,old,new,dragon,long"
994,Beyond Good & Evil,2003,UbisoftMilan,Action Adventure;Fantasy,Xbox,1 Player,8.86,"evil,easy,amazing,cool,beautiful"
995,Diablo III: Reaper of Souls,2014,BlizzardEntertainment,Action RPG;Role-Playing;Action RPG,PC,not specified,5.65,"new,original,big,old,long"
996,Little King's Story,2009,Cing,Strategy;Real-Time;Breeding/Constructing;Fantasy;General;Fantasy,Wii,No Online Multiplayer,9.16,"nintendo,various,unique,funny,new"
997,Pro Evolution Soccer 2017,2016,Konami,Sports;Team;Soccer;Sim,XboxOne,not specified,7.97,"big,fifa,realistic,easy,new"
998,Pro Evolution Soccer 2016,2015,Konami,Sports;Team;Soccer;Sim,PlayStation4,Up to 22 ,7.53,"fifa,new,big,pro,realistic"
999,Titanfall 2,2016,RespawnEntertainment,Action;Shooter;First-Person;Arcade,XboxOne,Up to 16 ,8.4,"single,new,fun,original,titanfall"
1000,Bionic Commando Rearmed,2008,GRIN,Action;Platformer;Platformer;2D;2D,PlayStation3,4  Online,7.56,"original,old,bionic,new,hard"
1001,Zero Escape: The Nonary Games,2017,SpikeChunsoft,Miscellaneous;Compilation,PlayStation4,No Online Multiplayer,9.67,"en,que,anime,-this,third"
1002,NASCAR 2005: Chase for the Cup,2004,EATiburon,Driving;Racing;Stock Car,PlayStation2,1-4 ,8.5,"multiple,fun,simple,easy,paint"
1003,Metal Gear Solid 2: Substance,2002,KCEJ,Action Adventure;Modern,Xbox,1 Player,8.58,"new,solid,big,boring,cool"
1004,NBA 2K3,2002,VisualConcepts,Sports;Traditional;Basketball;Sim,Xbox,1-4 ,7.85,"nba,im,easy,pro,right"
1005,Shogun: Total War Warlord Edition,2001,CreativeAssembly,Strategy;Turn-Based;Real-Time;Historic;Historic;General,PC,1-8 ,9.33,"perfect,new,original,expansive,total"
1006,Serious Sam: The First Encounter,2001,Croteam,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,1-16 ,8.2,"old,huge,funny,classic,worth"
1007,Grand Prix 3,2000,"HasbroInteractive,Atari",Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,1-4 ,9.0,"fantastic,realistic,enjoyable,difficult"
1008,MVP Baseball 2005,2005,EASports,Sports;Traditional;Baseball;Sim,PlayStation2,2  Online,9.08,"realistic,awesome,triple,dynasty,multiple"
1009,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Adventure;General;Platformer;Fantasy;Platformer;2D;2D,PlayStation3,1-4 ,8.93,"rayman,beautiful,new,fun,fantastic"
1010,MLB 12: The Show,2012,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.03,"new,realistic,pulse,minor,past"
1011,Pokemon Black Version,2011,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,8.03,"new,pokemon,white,pokémon,old"
1012,Axiom Verge,2017,TomHapp,Action Adventure;General,Switch,No Online Multiplayer,7.52,"axiom,new,super,metroid,original"
1013,Call of Duty: United Offensive,2004,GrayMatter,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,32  Online,9.12,"original,single,new,uo,russian"
1014,Odin Sphere Leifthrasir,2016,Vanillaware,Role-Playing;Action RPG,PlayStation4,No Online Multiplayer,8.36,"beautiful,original,unique,normal,huge"
1015,Wipeout HD,2008,StudioLiverpool,Driving;Racing;Arcade;Futuristic;Futuristic,PlayStation3,8  Online,8.32,"excellent,futuristic,new,perfect,brilliant"
1016,Divinity: Original Sin,2014,LarianStudios,Action RPG;Role-Playing;Action RPG;Western-Style,PC,2 ,8.48,"original,old,larian,new,turn-based"
1017,Company of Heroes: Opposing Fronts,2007,Relic,Strategy;Real-Time;Military;General;Military,PC,6  Online,7.96,"new,original,british,german,amazing"
1018,3D Out Run,2015,M2,Driving;Racing;Arcade;Automobile,3DS,not specified,9.75,"new,sega,arcade,original,smooth"
1019,Destiny 2,2017,Bungie,Action;Shooter;First-Person;Arcade,XboxOne,Up to 16 ,4.47,"destiny,new,original,big,boring"
1020,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,not specified,8.56,"easy,new,perfect,simple,original"
1021,Owlboy,2018,BlitWorks,Action Adventure;General,Switch,No Online Multiplayer,7.03,"pixel,hard,unique,beautiful,gorgeous"
1022,Psychonauts,2005,DoubleFineProductions,Action;Platformer;Platformer;3D;3D,PC,No Online Multiplayer,9.03,"funny,original,unique,psychic,creative"
1023,DiRT 2,2009,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,Xbox360,8  Online,8.08,"hard,excellent,awesome,beautiful,long"
1024,Gears of War,2007,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,8  Online,7.6,"single,online,new,awesome,big"
1025,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Adventure;General;Platformer;Fantasy;Platformer;2D;2D,Xbox360,1-4 ,8.93,"rayman,beautiful,new,fun,fantastic"
1026,Sin & Punishment: Star Successor,2010,Treasure,Action;General;Shooter;Shooter;Rail;Rail,Wii,not specified,7.86,"perfect,n64,favorite,second,wii"
1027,Forza Horizon 3: Blizzard Mountain,2016,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,not specified,8.33,"new,beautiful,expensive,simple,normal"
1028,Out of the Park Baseball 4,2002,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Sim,PC,not specified,9.0,"close,flexible,big,e-mail,neat"
1029,Super Monkey Ball,2001,AmusementVision,Miscellaneous;Party,GameCube,1-4 ,7.6,"fun,single,difficult,hard,easy"
1030,Velocity,2012,FuturLab,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,PSP,not specified,,
1031,Iconoclasts,2018,MP2Games,Action Adventure;Open-World,Switch,No Online Multiplayer,7.57,"fun,tight,linear,fantastic,pixel"
1032,Pinball FX 2: Star Wars Pinball,2013,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,not specified,8.29,"table,top,pinball,huge,feed"
1033,Spelunky,2012,Mossmouth,Action;Platformer;Platformer;2D;2D,Xbox360,not specified,7.47,"hard,new,difficult,simple,fun"
1034,Dark Souls II: Scholar of the First Sin,2015,FromSoftware,Role-Playing;Action RPG,PlayStation4,Up to 6 ,7.59,"dark,souls,new,original,hard"
1035,Resistance 2,2008,InsomniacGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Modern;Sci-Fi;Arcade,PlayStation3,Up to 60 ,7.49,"single,new,big,original,low"
1036,INSIDE,2016,PLAYDEAD,Action;Platformer;2D,PC,No Online Multiplayer,8.57,"beautiful,unique,simple,easy,long"
1037,flower,2009,ThatGameCompany,Miscellaneous;General;General,PlayStation3,1 Player,7.29,"beautiful,simple,video,unique,amazing"
1038,Europa Universalis IV,2013,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,Online Multiplayer,8.25,"new,grand,small,universalis,eu"
1039,Diablo III,2013,BlizzardEntertainment,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,3.85,"single,new,big,online,long"
1040,Sonic Mania Plus,2018,Sega,Action;Platformer;2D,PlayStation4,2 ,9.61,"sonic,new,perfect,amazing,physical"
1041,XCOM 2,2016,FiraxisGames,Strategy;Turn-Based;General;Tactics,XboxOne,2 ,6.61,"new,tactical,original,hard,difficult"
1042,NBA 2K16,2015,VisualConcepts,Action;General;Sports;Team;Basketball;Sim,PlayStation4,Up to 10 ,5.41,"nba,new,spike,online,realistic"
1043,Pikmin 3,2013,Nintendo,Strategy;Real-Time;Fantasy;General;Fantasy,WiiU,1-2 ,9.21,"new,pikmin,u,beautiful,wii"
1044,NHL 2004,2003,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,1-12 ,6.72,"dynasty,nhl,hockey,realistic,huge"
1045,SSX Tricky,2001,EASportsBig,Sports;Alternative;Snowboarding,GameCube,1-2 ,9.27,"ssx,tricky,excellent,fun,awesome"
1046,Zeus: Master of Olympus,2000,ImpressionsGames,Strategy;General;General;Management;Government,PC,1 Player,9.6,"modern,new,greek,widescreen,big"
1047,Driver,1999,ReflectionsInteractive,Driving;Mission-based,PlayStation,1 Player,8.72,"original,fantastic,classic,driving,amazing"
1048,Fight Night Round 2,2005,EASports,Sports;Traditional;Boxing,GameCube,2  Online,9.38,"realistic,new,total,fight,awesome"
1049,Dark Souls II: Crown of the Ivory King,2014,NamcoBandaiGames,Role-Playing;Action RPG,PlayStation3,not specified,8.0,"souls,new,frozen,big,frigid"
1050,Velocity Ultra,2013,FuturLab,Action;General;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStationVita,not specified,8.83,"addictive,original,fantastic,comic,ultra"
1051,Puzzle Quest: Challenge of the Warlords,2007,InfiniteInteractive,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,Xbox360,2  Online,8.44,"addictive,fun,big,casual,perfect"
1052,Total War: WARHAMMER II,2017,CreativeAssembly,Strategy;Real-Time;Tactics,PC,not specified,7.22,"total,new,amazing,que,huge"
1053,Forza Horizon 3: Hot Wheels,2017,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,not specified,9.67,"hot,forza,hooked,big,single"
1054,Hex: Shards of Fate,2016,"CryptozoicEntertainment,HexEntertainment",Miscellaneous;Card Battle;Strategy;Turn-Based;Card Battle,PC,Online Multiplayer,5.98,"new,magic,free,digital,pvp"
1055,World of Warcraft: Warlords of Draenor,2014,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,Massively Multiplayer,4.76,"new,old,easy,wow,long"
1056,LittleBigPlanet,2009,"SCE/WWS,MediaMolecule",Action;Platformer;Platformer;3D;2D;3D,PSP,1-4 ,8.22,"big,fun,new,creative,amazing"
