Title,Userscore
Space Invaders Extreme 2,10.0
The Evil Within 2,8.02
Condemned 2: Bloodshot,7.89
Hitman: Blood Money,8.45
Brutal Legend,8.14
Kero Blaster,9.0
Skullgirls: 2nd Encore,9.0
Fallout: New Vegas,8.03
"Invisible, Inc. Console Edition",6.09
Castle Crashers,9.23
Monday Night Combat,7.0
The Elder Scrolls V: Skyrim Special Edition,6.99
VIDEOBALL,10.0
Gunman Clive,8.33
The Wolf Among Us: Episode 3 - A Crooked Mile,8.46
The Chronicles of Riddick: Assault on Dark Athena,8.31
Resident Evil 4,9.15
Slime-san,8.88
Tomb Raider: Legend,7.23
Pro Evolution Soccer 2013,6.97
Tiger Woods PGA Tour 06,5.44
X-Men Legends,8.88
XCOM: Enemy Unknown Plus,8.08
FIFA Soccer 2004,6.61
Freedom Fighters,8.19
The Lord of the Rings: The Two Towers,8.31
NBA Live 2003,8.55
Sega GT 2002,8.55
Airborne Assault: Red Devils Over Arnhem,
Tekken Advance,8.5
Crazy Taxi 2,7.2
Fallout Tactics: Brotherhood of Steel,7.32
Ogre Battle 64,9.69
Sonic Rush,8.49
Need for Speed: Underground 2,8.04
Thief: Deadly Shadows,7.46
Pinball Hall of Fame: The Williams Collection,9.32
The Lion's Song,7.0
Art of Balance Touch!,8.0
NHL Eastside Hockey Manager 2005,
Legend of Grimrock,8.15
Super Hydorah,
College Hoops 2K6,9.25
Marvel vs. Capcom 2,9.35
Dominions 3: The Awakening,7.7
NyxQuest: Kindred Spirits,8.82
Dishonored: Death of the Outsider,6.43
Prince of Persia Classic,6.8
Star Fox Adventures,8.04
SteamWorld Dig,8.02
Bulletstorm,7.51
Fallout 3: Broken Steel,7.58
Call of Duty 3,6.65
GRID 2,5.07
Pro Evolution Soccer 2018,6.36
Lovers in a Dangerous Spacetime,7.91
Tekken 6,8.87
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,8.5
Mario Kart Wii,8.09
College Hoops 2K8,7.64
Borderlands 2: Mr. Torgue's Campaign of Carnage,7.92
Split/Second,8.5
Desktop Dungeons,9.55
Fallout: New Vegas - Old World Blues,7.86
Dragon's Crown,8.55
Sega Genesis Collection,7.67
Crusader Kings II,8.76
Art Academy: Home Studio,9.5
Art of Balance,8.29
NBA 2K15,5.98
MVP Baseball 2004,8.41
Europa 1400: The Guild,8.75
V-Rally 3,8.57
V-Rally 3,8.57
Battle Realms,9.0
Warlords Battlecry,6.67
Shin Megami Tensei: Digital Devil Saga 2,7.33
Salt and Sanctuary,8.53
Sam & Max Episode 201: Ice Station Santa,8.67
Oddworld: Stranger's Wrath HD,9.08
Halo: Combat Evolved Anniversary,8.56
N+,7.11
Child of Light,8.34
Metal Gear Rising: Revengeance,7.59
Major League Baseball 2K5,8.14
Brothers in Arms: Road to Hill 30,7.01
SOCOM: U.S. Navy SEALs Fireteam Bravo,8.79
TimeSplitters: Future Perfect,9.18
Semblance,
Art Style: ORBIENT,8.0
Kingdom Hearts: Birth by Sleep,8.51
The Last Guardian,7.7
Pro Evolution Soccer 2013,6.97
Sprint Vector,9.62
Sonic & All-Stars Racing Transformed,7.73
Technobabylon,7.5
Madden NFL 09 All-Play,6.44
Shin Megami Tensei: Nocturne,9.1
World of Warcraft: Mists of Pandaria,4.32
Pinball Hall of Fame: The Williams Collection,9.32
FIFA 15,4.22
Recettear: An Item Shop's Tale,8.18
Command & Conquer 3: Tiberium Wars,6.51
Sid Meier's Pirates!,7.74
Harvest Moon: More Friends of Mineral Town,9.36
Need for Speed Underground 2,8.17
Forza Motorsport 7,5.32
ETHER One,6.2
BlazBlue: Calamity Trigger Portable,10.0
Tony Hawk's Underground 2,7.24
Final Fantasy XIII,6.09
Midnight Club: Los Angeles,7.62
The Vanishing of Ethan Carter,7.36
Flight Simulator X: Acceleration,7.83
Far Cry 3: Blood Dragon,8.16
Splatoon 2: Octo Expansion,7.73
Borderlands: The Zombie Island of Dr. Ned,7.52
Etrian Odyssey II: Heroes of Lagaard,10.0
Pro Evolution Soccer 2008,8.17
Blood,9.56
Duelyst,7.15
Warhammer: Vermintide 2,6.93
Command & Conquer: Red Alert 3,5.27
Thimbleweed Park,8.25
The Walking Dead: Episode 1 - A New Day,7.83
FIFA Soccer 09,7.69
NCAA March Madness 2004,9.17
NBA Live 2003,8.55
Links 2003,5.5
Earth & Beyond,6.6
Syberia,7.96
NASCAR Thunder 2002,9.75
Virtual Pool 3,10.0
The Sims: Livin' Large,9.0
The Wolf Among Us: Episode 1 - Faith,8.77
Sonic the Hedgehog 2,9.21
Metal Arms: Glitch in the System,8.91
MLB The Show 18,6.0
DCS: Black Shark,7.25
FIFA Soccer 08,6.53
Pro Evolution Soccer 2010,9.43
ModNation Racers,7.81
Soul Sacrifice Delta,9.0
King's Bounty: Armored Princess,8.12
Captain Toad: Treasure Tracker,8.47
Toki Tori,
Azure Striker Gunvolt: Striker Pack,7.0
Rock Band Rivals,
Resident Evil HD Remaster,8.37
Far Cry 4,7.67
Age of Wonders III - Golden Realms,9.18
Enslaved: Odyssey to the West,8.21
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,7.2
Ys VIII: Lacrimosa of DANA,8.66
Prince of Persia,6.02
Halo Wars,7.41
PixelJunk Monsters Encore,10.0
Joint Operations: Typhoon Rising,9.35
MotorStorm: Pacific Rift,8.11
Xpand Rally,7.54
Prey,7.59
Dark Souls II: Crown of the Sunken King,6.78
The Walking Dead: Episode 4 - Around Every Corner,8.29
SSX,6.57
Enter the Gungeon,7.39
Shantae: Half-Genie Hero,7.5
Resident Evil HD Remaster,8.37
Disgaea 4: A Promise Revisited,9.0
Year Walk,7.62
You Don't Know Jack,8.16
The Lord of the Rings: The Two Towers,8.31
Celtic Kings: Rage of War,8.0
ATV Offroad Fury,7.73
B-17 Flying Fortress: The Mighty 8th,10.0
EverQuest: The Scars of Velious,10.0
Suikoden II,9.89
Final Fight One,7.17
Tom Clancy's Splinter Cell: Blacklist,6.49
SteamWorld Dig,8.02
Tekken 7,6.63
Metro: Last Light,8.31
Rising Storm,8.48
NCAA Football 12,6.48
Lethal League,8.11
Puzzle Quest: Challenge of the Warlords,8.44
Ninja Five-O,9.5
Madden NFL 18,3.23
Botanicula,8.51
OutRun 2006: Coast 2 Coast,7.82
"Nine Hours, Nine Persons, Nine Doors",8.04
Darkest Dungeon: The Crimson Court,
She Remembered Caterpillars,6.0
College Hoops 2K7,9.43
Joe Danger 2: The Movie,9.0
Catherine,7.95
Pro Evolution Soccer 2015,5.87
FIFA 15,4.22
PixelJunk Shooter Ultimate,6.8
Bookworm Adventures Deluxe,7.8
de Blob,7.93
The Lord of the Rings: The Battle for Middle-Earth,7.18
ZEN Pinball 2,7.77
Hitman: Blood Money,8.45
Bleach: Dark Souls,9.0
Burnout Paradise Remastered,7.88
RIVE: Ultimate Edition,7.44
Bulletstorm: Full Clip Edition,7.5
Need for Speed: Most Wanted,8.3
Saints Row 2,8.42
Severed,8.69
Star Wars: Battlefront,7.84
OlliOlli2: Welcome to Olliwood,6.4
WildStar,7.67
Broken Age: Act 1,7.51
Divinity II: The Dragon Knight Saga,7.88
Starship Defense,9.33
Out of the Park Baseball 9,6.67
Tekken 5: Dark Resurrection,7.9
The Simpsons: Hit & Run,7.87
DDRMAX2 Dance Dance Revolution,7.0
NHL Hitz 20-03,8.78
America's Army,7.38
Star Trek Bridge Commander,9.0
Seaman,8.62
The Last Express,8.3
Blur,7.73
Resistance: Retribution,8.55
Hustle Kings,7.56
Hot Shots Golf: Out of Bounds,9.4
Siesta Fiesta,9.0
Quake 4,7.43
Closure,9.0
Kingdom Hearts HD 2.5 ReMIX,9.09
Tom Clancy's Splinter Cell Chaos Theory,8.86
Dragon Quest Builders,8.18
Mega Man 10,8.5
Starbound,6.18
KORG DS-10 PLUS,
Condemned: Criminal Origins,8.0
Tony Hawk's Project 8,6.57
Saints Row IV,7.08
Injustice: Gods Among Us,8.29
Nidhogg,6.86
The Elder Scrolls V: Skyrim Special Edition,6.99
Battlefield 4,5.33
NBA 2K8,7.4
Torment: Tides of Numenera,6.43
Kalimba,8.75
Tiger Woods PGA Tour 07,7.25
Metrico+,
NHL 14,4.57
Tekken 7,6.63
NBA 2K8,7.4
To the Moon,8.89
Madden NFL 15,6.01
Slime-san: Superslime Edition,9.5
Quadrilateral Cowboy,7.5
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,8.25
The Sims 3: World Adventures,8.67
Painkiller,7.07
Disgaea 5 Complete,8.75
WarioWare: Touched!,8.52
Plants vs Zombies: Garden Warfare 2,7.64
NHL 2K6,6.27
Torchlight,8.06
Warhammer: Vermintide 2,6.93
Danganronpa V3: Killing Harmony,8.14
Bomberman Ultra,9.5
Growlanser Generations,8.5
Airborne Assault: Highway to the Reich,6.0
NCAA March Madness 2004,9.17
Nancy Drew: Danger on Deception Island,9.0
Doom,8.97
NASCAR Heat 2002,9.0
Shadowrun: Hong Kong,6.91
Fieldrunners,
Kirby: Planet Robobot,8.77
War Thunder,4.83
Race Driver 2006,9.0
Renegade Ops,8.33
Where is My Heart?,
Saints Row,7.81
Hitman - Episode 6: Hokkaido,9.0
Art Academy: Lessons for Everyone,9.0
Lumines II,6.0
Splatoon,8.72
Supreme Commander: Forged Alliance,9.31
Drill Dozer,10.0
Super One More Jump,9.0
Oxenfree,6.91
Sunless Sea,7.09
The Walking Dead: Season Two Episode 3 - In Harm's Way,8.13
Duke Nukem Advance,9.33
Marvel Heroes 2015,8.04
Football Manager 2016,4.62
Tearaway Unfolded,7.9
Trackmania Turbo,7.3
Ratchet: Deadlocked,9.0
Phantom Brave,6.33
LEGO Star Wars II: The Original Trilogy,8.93
VVVVVV,7.57
Monster Hunter Freedom Unite,9.46
Hellblade: Senua's Sacrifice,7.76
The Sims 4: Seasons,6.0
Teslagrad,9.0
Call of Duty: Black Ops III,5.11
Darksiders II,7.85
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,7.67
NBA 2K7,7.62
Saints Row 2,8.42
Tom Clancy's Rainbow Six Vegas 2,7.19
Overcooked! 2,7.2
Resident Evil 5: Lost in Nightmares,7.29
Mario & Luigi: Superstar Saga + Bowser's Minions,8.23
Wolfenstein: The New Order,7.82
Fallout: New Vegas - Old World Blues,7.86
Super Mega Baseball 2,8.89
Mega Man Anniversary Collection,9.14
The Sims Bustin' Out,8.81
Mortal Kombat: Deadly Alliance,8.31
Medal of Honor Frontline,8.48
NHL Hitz 20-03,8.78
Star Wars: Jedi Starfighter,
FIFA Soccer 2002,6.25
TimeSplitters,8.4
Downwell,6.9
From Dust,7.38
Phoenix Wright: Ace Attorney - Dual Destinies,8.44
Lone Survivor,7.32
NCAA Football 08,5.87
Deus Ex: Mankind Divided - A Criminal Past,7.67
Call of Duty: Advanced Warfare,5.82
Capcom Classics Collection,
Rising Storm 2: Vietnam,7.55
Alien: Isolation,8.31
Phantom Dust,8.43
The Witcher,8.46
Phoenix Wright: Ace Attorney Trilogy,8.46
Kentucky Route Zero - Act I,5.62
Call of Duty: Black Ops II,5.29
Lone Survivor: The Director's Cut,8.26
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,7.67
Dishonored: The Brigmore Witches,9.5
Life is Strange: Episode 3 - Chaos Theory,9.31
Virtua Fighter 5 Final Showdown,9.75
Life is Strange: Before the Storm - Episode 3: Hell is Empty,
Mega Man Zero 2,9.8
Major League Baseball 2K5,8.14
FAST Racing NEO,8.75
Gunslugs,4.33
Jade Empire: Special Edition,7.22
Sensible World of Soccer,7.38
Fortnite,3.73
Mighty Milky Way,9.0
Shift 2: Unleashed,5.76
NFL Street,7.62
Time Crisis 3,8.75
Pro Race Driver,8.33
Time Crisis II,8.75
SWAT 3: Elite Edition,7.83
Asheron's Call,9.78
Brave Fencer Musashi,9.4
Trauma Center: Under the Knife,9.0
"Sakura Wars: So Long, My Love",
Mario Golf: Toadstool Tour,7.6
Cities: Skylines - PlayStation 4 Edition,8.14
Unravel,7.86
page not found,
Midnight Club II,8.66
Chessmaster 10th Edition,6.83
Hitman: Blood Money,8.45
VOEZ,8.38
Fire Emblem: Shadow Dragon,6.73
Age of Empires III,7.02
Tales of Monkey Island Chapter 5: Rise of the Pirate God,9.5
Castlevania: Lords of Shadow Ultimate Edition,7.1
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,8.5
Toy Soldiers: Cold War,9.11
Bloodstained: Curse of the Moon,8.68
The Elder Scrolls V: Skyrim VR,8.25
The Cat Lady,8.24
Assassin's Creed,7.25
Guitar Hero Live,4.96
Skylanders SuperChargers,6.2
ilomilo,8.5
Vessel,8.44
Dawn of Discovery,8.41
Captain Toad: Treasure Tracker,8.47
Metro 2033,7.85
College Hoops 2K7,9.43
Fire Emblem Echoes: Shadows of Valentia,8.77
Phoenix Wright: Ace Attorney,8.7
Life is Strange: Episode 5 - Polarized,7.41
NBA Jam: On Fire Edition,8.86
Mario & Luigi: Dream Team,7.99
Uno,7.8
SteamWorld Heist,9.17
OutRun 2006: Coast 2 Coast,7.82
Peter Jackson's King Kong: The Official Game of the Movie,7.9
echochrome,8.0
Blur,7.73
LEGO Batman 2: DC Super Heroes,7.63
Helldivers,7.87
Mega Man Anniversary Collection,9.14
The Sims Bustin' Out,8.81
Empires: Dawn of the Modern World,7.7
Chessmaster 9000,
Gothic,9.09
Arcanum: Of Steamworks and Magick Obscura,8.7
NASCAR Heat,9.25
Professor Layton and the Azran Legacy,8.08
Company of Heroes 2: Ardennes Assault,4.29
PlanetSide,7.3
Tales From The Borderlands: Episode 3 - Catch A Ride,8.36
The Walking Dead: Season Two Episode 2 - A House Divided,7.86
Star Wars Jedi Knight II: Jedi Outcast,7.68
Madden NFL 19,3.47
Finding Paradise,9.0
Kingdoms of Amalur: Reckoning,7.5
Brothers: A Tale of Two Sons,8.68
Broken Age,7.08
Life is Strange: Episode 4 - Dark Room,9.62
Tiger Woods PGA Tour 06,5.44
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,6.75
Sunset Overdrive,8.26
Super Time Force,7.69
Toy Soldiers,9.23
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,6.13
SSX,6.57
Borderlands,7.66
DG2: Defense Grid 2,6.14
Crysis,7.47
Crysis,7.47
CHUCHEL,6.0
Just Cause 2,8.16
Mario Tennis: Power Tour,9.09
Rage,6.7
Napoleon: Total War,7.61
Overlord,7.98
Rockstar Games presents Table Tennis,7.61
Metal Gear Solid HD Collection,9.15
Jak and Daxter Collection,8.73
Firewatch,5.96
Reigns: Her Majesty,
Children of Zodiarcs,4.6
Little Nightmares,7.91
Shantae: Half-Genie Hero,7.5
OneShot,7.69
Watch Dogs 2,8.0
Zombie Night Terror,8.5
Victoria II: Heart of Darkness,8.18
Terraria,8.73
Borderlands 2: Captain Scarlett and Her Pirate's Booty,7.0
Waveform,8.0
Bit.Trip Flux,9.0
Fallout 3: Broken Steel,7.58
Personal Trainer: Cooking,9.5
Tiger Woods PGA Tour 08,8.5
NBA Street Homecourt,8.0
The Elder Scrolls IV: Knights of the Nine,7.1
Red Orchestra: Ostfront 41-45,8.12
SSX On Tour,7.73
Hot Shots Golf: Open Tee,9.33
Kingdom Under Fire: The Crusaders,8.5
The Sims Bustin' Out,8.81
The Simpsons: Hit & Run,7.87
Karnaaj Rally,8.0
Stronghold,9.18
Star Fox 64 3D,8.06
Yoshi's Island DS,8.23
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,8.44
Freedom Fighters,8.19
Gran Turismo 6,7.72
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,7.67
GoldenEye 007,8.87
Kirby: Nightmare in Dream Land,8.76
Rochard,8.35
The Dishwasher: Vampire Smile,9.2
Middle-earth: Shadow of War,4.42
Fallout 3: Broken Steel,7.58
Ni no Kuni II: Revenant Kingdom,7.5
Winning Eleven: Pro Evolution Soccer 2007,8.18
Unravel Two,8.5
Patapon 2,7.92
Tiger Woods PGA Tour 06,5.44
Joe Danger 2: The Movie,9.0
MadWorld,8.44
Metal Arms: Glitch in the System,8.91
Final Fantasy XV,6.9
RollerCoaster Tycoon 3,7.62
Dragon's Dogma: Dark Arisen,7.48
Puyo Puyo Tetris,7.61
Guild Wars 2: Heart of Thorns,6.77
AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,6.79
Tiger Woods PGA Tour 07,7.25
Pokemon Puzzle League,8.88
The Sims 2 University,8.33
Skulls of the Shogun,9.0
Far Cry 3: Blood Dragon,8.16
Assassin's Creed,7.25
Borderlands: The Zombie Island of Dr. Ned,7.52
SUPERBEAT: XONiC,7.89
IL-2 Sturmovik: Birds of Prey,8.8
FORM,
MLB 14: The Show,7.49
Bravely Second: End Layer,7.17
Terraria,8.73
Sid Meier's Civilization: Beyond Earth,4.84
Pro Evolution Soccer 2018,6.36
EA Sports Active,8.4
Awesomenauts Assemble!,
Plants vs. Zombies,8.88
Assassin's Creed Origins,7.06
Hatsune Miku: Project Diva f,8.55
World of Warcraft: Battle for Azeroth,2.81
Madden NFL 07,5.92
Laser League,8.17
escapeVektor: Chapter 1,9.0
LostWinds,7.2
The Bug Butcher,9.0
WWE SmackDown! vs. Raw 2006,7.68
Final Fantasy XII: Revenant Wings,6.5
SoulCalibur V,6.2
Project CARS,6.32
Pool Nation,7.25
Swords & Soldiers,8.4
Super Scribblenauts,8.62
Sonic the Hedgehog 4: Episode I,6.38
NCAA Football 09,6.4
Disney's Toontown Online,9.11
Mortal Kombat: Deception,8.39
Mario vs. Donkey Kong,7.75
Combat Mission 3: Afrika Korps,6.33
EverQuest: The Planes of Power,10.0
Rails Across America,10.0
007: The World is Not Enough,7.21
Flanker 2.0,
Wasteland 2,7.21
Muramasa: The Demon Blade,8.04
Kingdoms of Amalur: Reckoning,7.5
Madden NFL 13,5.55
Jamestown: Legend of the Lost Colony,7.92
Poker Smash,8.0
Tales From The Borderlands: Episode 2 - Atlas Mugged,7.8
Call of Duty: Black Ops,5.65
Kohan II: Kings of War,7.0
Star Wars Pinball: The Force Awakens,
College Hoops 2K8,7.64
Monaco: What's Yours Is Mine,7.8
Midnight Club: Los Angeles,7.62
Metal Gear Online,7.81
Xenosaga Episode III: Also sprach Zarathustra,9.57
Moonlighter,7.86
Phoenix Wright: Ace Attorney - Spirit of Justice,9.43
The Age of Decadence,7.94
Galactic Civilizations III,6.23
Stories Untold,8.33
Marvel: Ultimate Alliance,7.52
Pinball Fantasies,10.0
Catan,8.08
Tiger Woods PGA Tour 09 All-Play,8.14
Madden NFL 08,5.24
Far Cry 5,6.91
Slime Rancher,8.38
Nelly Cootalot: The Fowl Fleet,9.86
Order of Battle: Pacific,7.89
Mortal Kombat: Deadly Alliance,8.31
Mass Effect 2: Overlord,8.11
MX Unleashed,9.0
Fatal Frame II: Crimson Butterfly,8.92
Secret Weapons Over Normandy,7.6
NHL Hitz Pro,9.5
Pokemon Pinball: Ruby & Sapphire,8.62
Freekstyle,6.14
Bomberman Generation,9.33
All-Star Baseball 2003,7.6
Empire Earth,8.59
FIFA Soccer 2002,6.25
Ooga Booga,9.0
XGIII: Extreme G Racing,7.57
Star Trek: Deep Space Nine: The Fallen,8.0
Railroad Tycoon II: Gold Edition,8.33
Parasite Eve,8.88
Minit,9.0
Valiant Hearts: The Great War,8.61
Fast RMX,8.19
Maldita Castilla EX: Cursed Castilla,7.86
Sam & Max Episode 101: Culture Shock,9.0
Overcooked!,8.5
Child of Eden,8.02
Prince of Persia Classic Trilogy HD,7.85
Mirror's Edge,7.4
Danganronpa 2: Goodbye Despair,9.47
FIFA Soccer 08,6.53
Worms: Open Warfare 2,9.43
Rage,6.7
TrackMania 2 Canyon,6.19
Motorsport Manager,9.08
Zero Escape: Zero Time Dilemma,7.67
WWE SmackDown vs. Raw 2010,8.14
Marvel: Ultimate Alliance,7.52
Capcom vs. SNK 2: Mark of the Millennium 2001,7.55
Onimusha: Dawn of Dreams,8.71
Mortal Kombat: Deception,8.39
The Vanishing of Ethan Carter,7.36
Pokemon FireRed Version,9.14
NBA 2K6,8.9
Perfect Dark Zero,6.65
South Park: The Fractured But Whole,5.79
Sleeping Dogs,8.02
Skylanders: Spyro's Adventure,5.26
FIFA Soccer 2005,8.1
FIFA 18,2.3
Star Wars Jedi Knight: Jedi Academy,8.52
The Warriors,8.66
Cities: Skylines - Xbox One Edition,8.25
WWE SmackDown vs. Raw 2007,7.12
Sine Mora EX,7.0
Mortal Kombat Komplete Edition,8.53
Deus Ex: The Conspiracy,8.82
Ninja Gaiden II,7.52
Valkyrie Profile,9.45
Tiger Woods PGA Tour 10,9.0
Aragami: Shadow Edition,8.0
Ys Origin,8.5
The Darkside Detective,8.0
Shadowrun: Dragonfall,8.1
MechAssault 2: Lone Wolf,7.08
Eets,5.5
NBA Live 10,7.0
Phoenix Wright: Ace Attorney - Trials and Tribulations,9.46
Steins;Gate 0,8.09
F1 2012,7.48
Pokemon LeafGreen Version,8.95
Wreckfest,8.56
The Red Strings Club,8.75
World of Warships,4.12
Hatsune Miku: Project Diva F 2nd,8.5
FIFA Soccer 2005,8.1
TOCA Race Driver 2: The Ultimate Racing Simulator,9.6
Harvest Moon: Friends of Mineral Town,9.84
NHL Hitz Pro,9.5
MVP Baseball 2003,8.36
Wargame: European Escalation,8.15
Dishonored: Death of the Outsider,6.43
Rage of the Gladiator,
Street Fighter: 30th Anniversary Collection,6.0
Redout,8.0
Sniper Elite 4,8.62
Kinect Party,9.0
Dungeon Defenders,7.07
Call of Duty: Black Ops III,5.11
Maldita Castilla EX: Cursed Castilla,7.86
The Walking Dead: Episode 4 - Around Every Corner,8.29
Atlas Reactor,8.38
Lumines Remastered,9.14
Antihero,6.67
Halo Wars: Definitive Edition,9.22
OutRun 2006: Coast 2 Coast,7.82
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,7.5
A Space Shooter for 2 Bucks!,
X-Men Legends,8.88
Redout,8.0
God of War III Remastered,8.14
Super Monkey Ball Deluxe,9.0
The 2D Adventures of Rotating Octopus Character,6.0
Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,9.0
Stick it to the Man!,8.33
Puzzle Quest 2,6.33
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,6.75
Age of Empires III: The Asian Dynasties,8.73
Mortal Kombat: Deadly Alliance,8.31
MLB 2006,9.29
Defense Grid: The Awakening,8.44
Battle Chef Brigade,8.33
"Codename: Panzers, Phase One",9.0
Affordable Space Adventures,9.24
Prince of Persia,6.02
Dragon Quest VII: Fragments of the Forgotten Past,8.69
Hand of Fate 2,8.33
Darksiders: Warmastered Edition,8.92
FIFA 16,3.54
3D After Burner II,8.0
Europa Universalis IV: Conquest of Paradise,5.0
NFL Street,7.62
Ghost Master,7.69
Tom Clancy's Ghost Recon: Island Thunder,8.67
Def Jam Vendetta,8.0
Divine Divinity,8.52
F1 2002,6.5
Mega Man Battle Network 2,9.83
Breath of Fire II,9.33
Dave Mirra Freestyle BMX 2,9.43
Knockout Kings 2001,8.0
The Book of Unwritten Tales 2,8.38
Sid Meier's Civilization Revolution,7.65
Donkey Kong Jungle Beat,8.36
Dungeon Defenders,7.07
Ultimate Marvel vs. Capcom 3,6.86
Mario Power Tennis,8.29
The Legend of Heroes: Trails of Cold Steel II,8.6
Buzz! Quiz World,8.0
Plants vs Zombies: Garden Warfare 2,7.64
Shantae: Half-Genie Hero,7.5
Madden NFL 25,6.02
Pac-Man 256,9.0
Disgaea 5: Alliance of Vengeance,8.63
Lovers in a Dangerous Spacetime,7.91
Age of Conan: Hyborian Adventures,6.72
Company of Heroes 2: The Western Front Armies,7.62
Darksiders: Warmastered Edition,8.92
Sid Meier's Civilization V: Gods & Kings,6.92
Dragon Quest IV: Chapters of the Chosen,8.57
The Elder Scrolls: Legends,5.14
Watch Dogs,6.62
Age of Empires III: The WarChiefs,8.33
Ace Combat 6: Fires of Liberation,8.06
LEGO Marvel Super Heroes,7.57
LEGO Dimensions,8.83
Bully: Scholarship Edition,7.79
Endless Space 2,7.5
Pokemon Black Version 2,8.74
Tom Clancy's Ghost Recon 2,8.71
Soul Reaver 2,8.0
Rocket Riot,8.0
The Chronicles of Riddick: Assault on Dark Athena,8.31
Leap of Fate,7.0
Metal Gear Solid V: Ground Zeroes,7.05
Trials Fusion,4.65
Syberia II,7.73
Shenmue II,9.4
Tiger Woods PGA Tour 2002,7.17
Ecks vs. Sever,8.67
Tom Clancy's Ghost Recon,8.75
Conquest: Frontier Wars,9.33
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",9.2
Jet Force Gemini,8.85
Star Ocean: The Second Story,8.9
Sid Meier's Pirates!,7.74
Tyranny,7.12
Gitaroo Man Lives!,9.57
Football Manager 2017,3.81
Super Time Force,7.69
King's Quest Chapter 3: Once Upon a Climb,
Life is Strange: Episode 5 - Polarized,7.41
Westerado: Double Barreled,7.64
Anomaly: Warzone Earth,7.44
Assassin's Creed: Revelations,7.35
Tiger Woods PGA Tour 06,5.44
Age of Empires: The Age of Kings,8.0
Madden NFL 07,5.92
NBA 2K18,1.69
Volume,8.33
GRID 2,5.07
The Evil Within 2,8.02
Mighty Switch Force! Hyper Drive Edition,7.62
FIFA 07 Soccer,8.41
Metal Slug Anthology,9.5
"Snipperclips - Cut it out, together!",8.53
The Banner Saga,7.08
WWE SmackDown vs. Raw 2010,8.14
Sam & Max Episode 202: Moai Better Blues,7.0
Final Fantasy Tactics A2: Grimoire of the Rift,7.42
Pinball FX3: Bethesda Pinball,
Age of Wonders III - Eternal Lords,9.85
Game of Thrones: Episode Three - The Sword in the Darkness,8.0
Pro Evolution Soccer 2013,6.97
Red Dead Redemption: Liars and Cheats,10.0
FIFA 07 Soccer,8.41
Tiger Woods PGA Tour 10,9.0
Hot Shots Golf Fore!,9.44
Assassin's Creed: Revelations,7.35
Osmos,6.23
Hand of Fate 2,8.33
Battlefield 4,5.33
Disney Infinity 3.0 Edition,7.05
Eternal Sonata,7.93
Dungeon Siege II,8.05
Street Fighter Alpha 3 MAX,9.6
Dead Island,6.69
Sam & Max Episode 104: Abe Lincoln Must Die!,8.36
SSX On Tour,7.73
BlazBlue: Chrono Phantasma Extend,8.67
Deus Ex: Invisible War,6.1
EyeToy: Play,8.78
The Sims: Makin' Magic,8.6
The Mark of Kri,8.21
Broken Sword: The Shadow of the Templars,8.0
Bomberman Online,10.0
Project Justice,9.76
Uncharted: Golden Abyss,8.18
Spider-Man 2,8.44
Pix the Cat,6.58
Yakuza Kiwami,8.39
Condemned 2: Bloodshot,7.89
Far Cry 3: Blood Dragon,8.16
Driver: San Francisco,8.68
Sine Mora EX,7.0
Flinthook,8.0
LEGO Star Wars: The Complete Saga,8.82
Tom Clancy's Splinter Cell: Double Agent,3.44
Medal of Honor: Pacific Assault,6.34
Assassin's Creed: Revelations,7.35
N++: Ultimate Edition,9.0
"Guns, Gore & Cannoli 2",6.0
Battle Brothers,6.81
BoxBoxBoy!,8.0
Space Invaders Extreme,9.0
LEGO The Lord of the Rings,8.49
Etrian Odyssey Untold: The Millennium Girl,8.08
Metro: Last Light,8.31
Wii Sports Resort,
Overcooked!,8.5
Dariusburst: Chronicle Saviours,
Dariusburst: Chronicle Saviours,
Grandia II Anniversary Edition,
Assassin's Creed III,6.58
TMNT,
Madden NFL 07,5.92
Outlast,
The Chronicles of Riddick: Assault on Dark Athena,8.31
From Dust,7.38
Hearts of Iron II: Doomsday,
Dishonored: The Brigmore Witches,9.5
NBA Street Homecourt,8.0
Disgaea 4: A Promise Unforgotten,
Virginia,
Oxenfree,6.91
Injustice: Gods Among Us - Ultimate Edition,
Mutant Mudds,
"Codename: Panzers, Phase Two",
Tokyo Mirage Sessions #FE,
