Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels,recommendation
1492,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,PlayStation2,1 Player,7.56,"unique,viewtiful,large,amazing,awesome","Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Pyre,Syphon Filter,Syphon Filter: Dark Mirror"
1493,Tony Hawk's Underground,2003,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,1-2 ,8.91,"tony,new,pro,single,awesome","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1494,WWE SmackDown! Here Comes the Pain,2003,Yuke's,Action;Fighting;Wrestling,PlayStation2,1-6 ,8.81,"new,smackdown,old,cool,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1495,Tony Hawk's Pro Skater 4,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,1-4 ,8.94,"u,tony,huge,pro,awesome","Syphon Filter: Dark Mirror,Dying Light: The Following,Myth II: Soulblighter,EyeToy: Kinetic,Twisted Metal: Black"
1496,Hot Shots Golf 3,2002,ClapHanz,Sports;Traditional;Golf;Arcade,PlayStation2,1-4 ,8.4,"terrible,perfect,eventhis,impossible,accessible","Rygar: The Legendary Adventure,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Syphon Filter,Dyad"
1497,Monopoly Tycoon,2001,DeepRed,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,1-4 ,7.78,"steep,past,standard,easy,actual","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Myth II: Soulblighter"
1498,FIFA 2001 Major League Soccer,2000,EASports,Sports;Traditional;Soccer;Sim,PlayStation,not specified,6.33,"big,easy,israeli,fifa,iss","Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords"
1499,Indigo Prophecy,2005,QuanticDream,Adventure;3D;Modern;Third-Person;Modern,PC,No Online Multiplayer,7.22,"heavy,amazing,interesting,interactive,excellent","Pyre,Tyranny,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
1500,Prince of Persia: The Two Thrones,2005,Ubisoft,Action Adventure;Fantasy;Fantasy;Linear,PC,No Online Multiplayer,7.51,"new,dark,awesome,perfect,ubisoft","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1501,Sam & Max Episode 204: Chariots of the Dogs,2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,1 Player,10.0,"weird,general","Syphon Filter,Myst III: Exile,Syberia,Syberia II,Myst V: End of Ages"
1502,Marvel vs. Capcom 3: Fate of Two Worlds,2011,Capcom,Action;Fighting;Fighting;2D;2D,Xbox360,not specified,7.48,"new,fighting,easy,single,simple","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1503,Assetto Corsa,2014,KunosSimulazioni,Driving;General;GT / Street;Racing;Simulation;Automobile,PC,Online Multiplayer,8.2,"assetto,early,realistic,available,perfect","Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dyad,Myth: The Fallen Lords,Myth II: Soulblighter"
1504,Ys VIII: Lacrimosa of DANA,2017,Falcom,Role-Playing;Action RPG,PlayStation4,No Online Multiplayer,8.66,"ys,amazing,interesting,perfect,weak","Pyre,Tyranny,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Hyper Light Drifter"
1505,Machinarium,2009,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Sci-Fi,PC,not specified,8.46,"beautiful,flash,difficult,wonderful,fantastic","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myst III: Exile,Syphon Filter"
1506,Frozen Synapse,2011,Mode7Games,Strategy;Turn-Based;General;Modern;Tactics,PC,not specified,7.82,"tactical,frozen,single,hard,simple","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Syphon Filter"
1507,Champions of Norrath,2004,SnowblindStudios,Role-Playing;Action RPG,PlayStation2,1-4 ,8.35,"dark,new,hack-n-slash,second,rpg","Syphon Filter: Logan's Shadow,Hyper Light Drifter,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
1508,F1 2016,2016,Codemasters,Racing;Simulation;Automobile,XboxOne,not specified,8.69,"f1,new,big,realistic,manual","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1509,Valkyria Chronicles,2014,Sega,General;Historic;Strategy;Turn-Based;Tactics,PC,No Online Multiplayer,8.76,"tactical,unique,beautiful,new,japanese","Myth II: Soulblighter,Pyre,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia"
1510,Freelancer,2003,DigitalAnvil,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,1-32 ,8.98,"interesting,single,amazing,old,unique","Pyre,Tyranny,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits"
1511,Guitar Hero 5,2009,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,8  Online,6.42,"new,guitar,easy,neversoft,hard","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1512,Zenzizenzic,2015,RuudKoorevaar,Action;General,PC,not specified,10.0,"tough,responsive,knock-down,difficult,minimalistic","Hyper Light Drifter,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits"
1513,NBA Jam: On Fire Edition,2011,EASports,Sports;Traditional;Team;Basketball;Arcade;Arcade,Xbox360,not specified,8.86,"nba,new,old,original,hard","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1514,Galactic Civilizations III: Crusade,2017,Stardock,Strategy;Turn-Based;4X,PC,not specified,7.25,"ich,new,den,und,available","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1515,The Wolf Among Us: Episode 1 - Faith,2013,TelltaleGames,Action Adventure;Adventure;Fantasy;General;Fantasy;Point-and-Click,PC,No Online Multiplayer,8.77,"telltale,big,new,interesting,comic","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
1516,Final Fantasy IV Advance,2005,TOSE,Role-Playing;Console-style RPG,GameBoyAdvance,1 Player,8.8,"original,final,extra,old,easy","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
1517,Final Fantasy XV: Windows Edition,2018,SquareEnix,Role-Playing;Action RPG,PC,Up to 4 ,6.71,"final,’,ich,long,es","Azure Striker Gunvolt: Striker Pack,Syberia II,Syberia,Hyper Light Drifter,Pyre"
1518,SteamWorld Dig 2,2017,Image&Form,Action;Action Adventure;General;Platformer;2D,PC,No Online Multiplayer,8.95,"new,indie,amazing,big,perfect","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1519,Super Stardust HD,2007,Housemarque,Action;General;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,PlayStation3,1-2 ,9.2,"long,new,stardust,beautiful,favorite","Syberia,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1520,Sine Mora,2012,"DigitalReality,GrasshopperManufacture",Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical;Horizontal,PlayStationVita,not specified,7.38,"cool,old,pretty,fast,difficult","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,EyeToy: Play,Hyper Light Drifter"
1521,Super Paper Mario,2007,IntelligentSystems,Action;Platformer;Platformer;3D;3D,Wii,1 Player,7.91,"super,new,easy,fun,original","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1522,Mega Man Legacy Collection,2015,DigitalEclipse,Miscellaneous;Compilation,PC,No Online Multiplayer,8.62,"mega,original,new,negative,perfect","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
1523,Star Wars: Rogue Squadron,1998,Factor5,Simulation;Sci-Fi;Small Spaceship,Nintendo64,1 Player,9.0,"favorite,amazing,incredible,tie,terrible","EyeToy: Play,Rygar: The Legendary Adventure,System Shock 2,Axiom Verge,Sword of the Stars: Born of Blood"
1524,"Warhammer 40,000: Dawn of War II - Chaos Rising",2010,Relic,Strategy;Real-Time;Fantasy;General;Fantasy,PC,not specified,6.4,"new,original,u,cool,awful","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1525,Far Cry 2,2008,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,16  Online,5.61,"cry,boring,big,amazing,new","Dyad,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2"
1526,Professor Layton and the Curious Village,2008,Level5,Miscellaneous;Adventure;Puzzle;Edutainment;General;Puzzle;General,DS,No Online Multiplayer,7.93,"puzzle,fun,hard,curious,interesting","Azure Striker Gunvolt: Striker Pack,Myst III: Exile,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter"
1527,The Walking Dead: Episode 3 - Long Road Ahead,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,not specified,7.22,"episode,amazing,perfect,telltale,hard","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Myth: The Fallen Lords,Syphon Filter: Dark Mirror"
1528,AudioSurf,2008,BestGameEver.com,Action;Miscellaneous;Rhythm;Music;Music,PC,1 Player,8.63,"addictive,favorite,simple,fun,awesome","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits"
1529,Thumper,2016,"droolGames,Drool",Action;Rhythm;Music,PC,No Online Multiplayer,8.18,"rhythm,hard,simple,new,easy","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
1530,Yakuza 0,2017,RyugaGotokuStudios,Action Adventure;Open-World,PlayStation4,No Online Multiplayer,9.08,"yakuza,japanese,new,awesome,old","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1531,Super Mario 64 DS,2004,Nintendo,Action;Platformer;Platformer;3D;3D,DS,No Online Multiplayer,8.31,"original,new,super,nintendo,fun","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
1532,Dead Rising,2006,Capcom,Action Adventure;Horror;Horror;Open-World,Xbox360,No Online Multiplayer,7.0,"fun,small,hard,horrible,save","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
1533,MLB The Show 17,2017,SonyInteractiveEntertainment,Sports;Team;Baseball;Sim,PlayStation4,Online Multiplayer,6.85,"new,ps4,realistic,multiple,long","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1534,BattleBlock Theater,2014,TheBehemoth,Action;Platformer;2D,PC,Online Multiplayer,8.8,"castle,funny,fun,hilarious,new","Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1535,Dragon Ball FighterZ,2018,ArcSystemWorks,Action;Fighting;2D,PC,2 ,7.93,"fighting,easy,new,guilty,casual","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
1536,Star Wars: Knights of the Old Republic II - The Sith Lords,2005,ObsidianEntertainment,Role-Playing;Third-Person;Third-Person;General,PC,No Online Multiplayer,7.83,"original,dark,new,old,second","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Syphon Filter: Logan's Shadow"
1537,Destiny 2,2017,Bungie,Action;Shooter;First-Person;Arcade,PlayStation4,Up to 12 ,4.47,"destiny,new,original,big,boring","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1538,Mario Kart 7,2011,"RetroStudios,EntertainmentAnalysis&DevelopmentDivision",Driving;Racing;Arcade;Kart;Kart;Automobile,3DS,Up to 8 ,8.15,"new,mario,kart,fun,single","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1539,Prince of Persia: The Two Thrones,2005,Ubisoft,Action Adventure;Fantasy,Xbox,1 Player,7.51,"new,dark,awesome,perfect,ubisoft","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1540,Halo: The Master Chief Collection,2014,343Industries,Miscellaneous;Compilation;Action;Shooter;First-Person;Sci-Fi;Arcade,XboxOne,Up to 16 ,7.17,"new,single,old,amazing,anniversary","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1541,Batman: The Enemy Within - Episode 5: Same Stitch,2018,TelltaleGames,Adventure;Point-and-Click,PC,No Online Multiplayer,9.8,"telltale,ambiscous,telltale.this,technical,exceptional","Myst III: Exile,Syberia,Syberia II,Myst V: End of Ages,Oxenfree"
1542,NCAA Football 11,2010,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,2  Online,6.73,"ncaa,madden,new,long,wrong","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1543,MVP Baseball 2005,2005,EASports,Sports;Traditional;Team;Baseball;Sim;Sim,PC,2  Online,9.08,"realistic,awesome,triple,dynasty,multiple","Myth II: Soulblighter,EyeToy: Kinetic,Twisted Metal: Black,Swing Away Golf,Everybody's Golf"
1544,Phantasy Star Online Episode I & II,2002,SonicTeam,Role-Playing;Massively Multiplayer Online;Sci-Fi,GameCube,1-4 ,9.55,"online,awesome,fun,favorite,offline","Myth II: Soulblighter,Myth: The Fallen Lords,Hyper Light Drifter,Pyre,Tyranny"
1545,Assault Android Cactus,2016,WitchBeam,General;Scrolling;Action;Shooter;Shoot-'Em-Up;Top-Down,PlayStation4,not specified,8.0,"twin-stick,unique,interesting,fun,awesome","Myth II: Soulblighter,Pyre,Tyranny,Myth: The Fallen Lords,Syphon Filter"
1546,Persona 4 Arena Ultimax,2014,ArcSystemWorks,Action;Fighting;2D,Xbox360,not specified,7.9,"persona,new,golden,pretty,fighting","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1547,Darksiders II,2012,VigilGames,Modern;Action Adventure;Fantasy;Fantasy;Open-World,WiiU,1 Player,7.85,"new,awesome,big,easy,fun","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1548,Guitar Hero: Metallica,2009,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Wii,not specified,8.69,"old,metallica,new,early,awesome","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2"
1549,Fire Emblem: Path of Radiance,2005,IntelligentSystems,Strategy;Turn-Based;Fantasy,GameCube,1 Player,9.39,"huge,new,final,hard,long","Azure Striker Gunvolt: Striker Pack,Dying Light: The Following,System Shock 2,Myth II: Soulblighter,Pyre"
1550,Final Fantasy XI,2004,SquareEnix,Role-Playing;Massively Multiplayer Online;Fantasy,PlayStation2,Massively Multiplayer,7.24,"final,new,low,hard,free","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1551,Full Metal Furies,2018,CellarDoorGames,Action;Beat-'Em-Up;2D,PC,Online Multiplayer,9.4,"unique,witty,addictive,exigeant,courant","Myth II: Soulblighter,Pyre,NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror"
1552,Super Mega Baseball,2014,MetalheadSoftware,Traditional;Sports;Team;Baseball;Arcade,PlayStation4,not specified,8.76,"new,old,fun,arcade,super","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1553,NASCAR Thunder 2004,2003,EAGames,Driving;Racing;Stock Car,Xbox,1-4 ,8.6,"ea,huge,awesome,white,u","Dying Light: The Following,Myth II: Soulblighter,Syphon Filter: Dark Mirror,Dyad,Excitebots: Trick Racing"
1554,DDRMAX: Dance Dance Revolution,2002,KCET,Miscellaneous;Rhythm;Dancing,PlayStation2,1-2 ,9.6,"agian,new,big,early,ideal","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1555,NASCAR Thunder 2002,2001,EASports,Driving;Racing;Stock Car,PlayStation2,1-4 ,9.75,"dale,perfect,pretty,in-depth,sean","Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,EyeToy: Play,Dyad,Excitebike 64"
1556,NHL 2001,2000,EASports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,1-8 ,8.8,"nhl,hockey,wrong,cool,new","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1557,F355 Challenge,2000,Sega,Driving;Racing;GT / Street,Dreamcast,not specified,8.0,fantastic,"Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
1558,The Elder Scrolls III: Bloodmoon,2003,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,1 Player,7.77,"new,tribunal,cool,small,dlc","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1559,Boom Blox,2008,EALA,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Wii,1-4 ,8.79,"single,old,fun,cool,addictive","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,MySims Agents"
1560,Madden NFL 08,2007,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,2  Online,5.24,"madden,new,slow,fumble,terrible","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1561,Pro Evolution Soccer 2016,2015,Konami,Sports;Team;Soccer;Sim,XboxOne,not specified,7.53,"fifa,new,big,pro,realistic","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1562,Far Cry 2,2008,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,16  Online,5.61,"cry,boring,big,amazing,new","Dyad,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2"
1563,Rogue Legacy,2013,CellarDoorGames,Role-Playing;General;Action;Platformer;Platformer;2D;2D,PC,1 Player,7.47,"new,hard,addictive,fun,rogue-like","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1564,BattleBlock Theater,2013,TheBehemoth,Action;Platformer;Platformer;2D;2D,Xbox360,not specified,8.8,"castle,funny,fun,hilarious,new","Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
1565,Shantae: Half-Genie Hero - Ultimate Edition,2018,WayForward,Action;Platformer;2D,Switch,No Online Multiplayer,7.0,"pretty,ultimate,original,jugar,smooth","Azure Striker Gunvolt: Striker Pack,EyeToy: Play,System Shock: Enhanced Edition,Syberia II,Tyranny"
1566,Castlevania: Lords of Shadow,2010,MercurySteam,Action Adventure;Fantasy;General;Fantasy,PlayStation3,No Online Multiplayer,8.3,"beautiful,new,castlevania,awesome,old","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,System Shock 2,Myth II: Soulblighter"
1567,Pokemon Diamond Version,2007,GameFreak,Role-Playing;Console-style RPG;Console-style RPG;Trainer,DS,2 ,7.83,"new,pokemon,old,big,favorite","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1568,Virtua Fighter 5,2007,SegaAM2,Action;Fighting;Fighting;3D;3D,PlayStation3,1-2 ,7.05,"graphic,new,tekken,ps3,pretty","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1569,Ikaruga,2003,Treasure,Action;Shooter;Scrolling,GameCube,1-2 ,9.09,"hard,small,old,white,long","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock: Enhanced Edition"
1570,Thief: Deadly Shadows,2004,IonStorm,Action Adventure;Fantasy;General;Fantasy,PC,No Online Multiplayer,7.46,"thief,new,ich,stupid,small","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1571,Borderlands: The Secret Armory of General Knoxx,2010,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,not specified,8.44,"new,secret,fast,massive,general","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
1572,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,2010,TelltaleGames,Miscellaneous;Adventure;General;3D;Compilation;Third-Person,PlayStation3,not specified,8.5,"interesting,],present,new,successful","Azure Striker Gunvolt: Striker Pack,Pyre,Tyranny,System Shock 2,Myth II: Soulblighter"
